rxn_ID	control	cold
rxn01208_d0	0	0.001154501
rxn01301_d0_r	0	0
rxn01302_d0_r	0	0
rxn01636_d0_r	0	0
rxn02373_d0	0	0.001233652
rxn02380_d0_r	0	0
rxn02402_d0	0	0
rxn02832_d0	0	0
rxn02928_d0_r	0	0
rxn02929_d0_r	0	0
rxn02988_d0	0	0
rxn03004_d0_r	0	0
rxn03137_d0_r	0	0
rxn04996_d0	0	0
rxn05105_d0_r	0	0
rxn05324_d0_r	0	0
rxn05325_d0_r	0	0
rxn05326_d0_r	0	0
rxn05343_d0_r	0	0
rxn05345_d0_r	0	0
rxn05346_d0_r	0	0
rxn05348_d0_r	0	0
rxn05350_d0_r	0	0
rxn07579_d0_r	0	0
rxn08392_d0_r	0	0
rxn08766_d0_r	0	0.017739773
rxn11040_d0_r	0	0
rxn13995_d0_r	0	9.60E-05
rxn14059_d0_r	0	9.60E-05
rxn14156_d0_r	0	9.60E-05
rxn14248_d0_r	0	9.60E-06
rxn14278_d0_r	0	9.60E-05
rxn15021_d0	0	0
rxn15069_d0_r	0	0
rxn15116_d0_r	0	0
rxn15298_d0_r	0	0
rxn15364_d0_r	0	0
rxn15493_d0_r	0	0
rxn15494_d0_r	0	0
rxn17469_d0_r	0	0
rxn19027_d0_r	0	0
rxn19029_d0_r	0	0
rxn19030_d0_r	0	0
rxn19240_d0_r	0	0.020969868
rxn19241_d0_r	0	0.022960663
rxn19242_d0_r	0	0.013495445
rxn19701_d0	0	0
rxn19828_d0_r	0	0
rxn20583_d0_r	0	0
rxn23155_d0_r	0	0
rxn23415_d0_r	0	0
rxn25647_d0_r	0	0
rxn25743_d0_r	0	0
rxn25747_d0_r	0	0
rxn25750_d0_r	0	0
rxn27073_d0_r	0	6.02E-05
rxn28082_d0_r	0	0
rxn29919_d0_r	0	0
rxn37018_d0_r	0	0
rxn37651_d0_r	0	0
rxn00330_c0	0	0
rxn09839_d0_o	0	0
rxn13360_d0_o	0	0
rxn19905_d0	8.04E-05	0
rxn00239_d0_f	0.000111222	0
rxn01637_d0_f	0.000362992	0.004104257
rxn03958_d0_r	0.00044775	0
rxn00495_c0	0.000532448	2.63E-05
rxn02476_d0_f	0.000601888	0
rxn04674_d0	0.000664746	0.000762214
rxn27069_d0_r	0.000720324	0.00069885
rxn27070_d0_r	0.000720324	0.00069885
rxn27071_d0_r	0.000720324	0.00069885
rxn27072_d0_r	0.000720324	0.00069885
rxn44318_d0	0.000802096	0.000950141
rxn03175_d0_r	0.000804186	0
rxn01007_d0	0.00081663	0.001340356
rxn09118_d0_o	0.001108802	0.001501176
rxn11703_d0	0.001120708	0.001818277
rxn37266_d0_r	0.001418114	0
rxn27073_d0_f	0.001438228	0.00139811
rxn27709_d0	0.001500526	0.001866888
rxn09118_d0_i	0.001554187	0.003047732
rxn02320_d0_f	0.001577854	0
rxn28083_d0_r	0.001619458	0.005498648
rxn01739_d0_f	0.001624703	0.047626853
rxn02465_d0_f	0.00168781	0.002725165
rxn01332_d0	0.001717925	0.001977712
rxn01334_d0_r	0.001749992	0.003027678
rxn00611_d0_f	0.001780391	0
rxn37768_d0_f	0.001812301	0.002752538
rxn08730_d0_i	0.00195081	0.002802836
rxn25637_d0_f	0.002005816	0.04865527
rxn05338_d0_r	0.002005816	0.001479149
rxn25641_d0_r	0.002005816	0.001479149
rxn25661_d0_r	0.002006173	0.001480222
rxn13995_d0_f	0.002158765	0.002101641
rxn14059_d0_f	0.002158765	0.002101641
rxn14156_d0_f	0.002158765	0.002101641
rxn14278_d0_f	0.002158765	0.002101641
rxn01256_d0	0.002308011	0.000356495
rxn14248_d0_f	0.002524991	0.002315362
rxn05024_d0_f	0.002542138	0.002078891
rxn01637_d0_r	0.002556682	0.004009843
rxn00839_d0_f	0.002561688	0.002737165
rxn01353_d0_f	0.002561688	0.002737165
rxn01512_d0_f	0.002561688	0.002737165
rxn01673_d0_f	0.002561688	0.002737165
rxn01678_d0_f	0.002561688	0.002737165
rxn01476_d0_r	0.002626777	0.000581265
rxn27497_d0	0.002688021	0
rxn28615_d0_r	0.00271678	0.002762079
rxn28615_d0_f	0.00273478	0.00292635
rxn01011_d0_f	0.002757311	0.004345834
rxn29733_d0_i	0.002835884	0.001601349
rxn20583_d0_f	0.002923727	0.001415968
rxn00737_d0	0.002989003	0.003343642
rxn00313_d0	0.003148578	0.001959652
rxn02473_d0	0.003183931	0
rxn00527_d0_f	0.003301084	0.004867911
rxn28083_d0_f	0.003365636	0.004636288
rxn06556_d0_r	0.003414447	0.006589109
rxn00213_d0_r	0.003638029	0.001865387
rxn37768_d0_r	0.00366666	0.004326601
rxn26477_d0_r	0.003913522	0
rxn26037_d0_r	0.003917933	0.003851891
rxn00493_d0_f	0.003930092	0.005311728
rxn00611_d0_r	0.004014134	0.000460625
rxn02465_d0_r	0.004136012	0.004634614
rxn01011_d0_r	0.004223108	0.005278945
rxn00527_d0_r	0.00426811	0.004498601
rxn14102_d0	0.004331354	0.004006331
rxn14205_d0	0.004331354	0.004006331
rxn14308_d0	0.004331354	0.004006331
rxn14347_d0	0.004331354	0.004006331
rxn03958_d0_f	0.004571796	0.003743351
rxn26013_d0	0.004666299	0.005797066
rxn00493_d0_r	0.004874587	0.004566193
rxn14183_d0	0.00507318	0.004608324
rxn02159_d0_r	0.005158186	0.006968856
rxn01611_c0	0.005226817	0.005491796
rxn02305_d0_r	0.005334616	0.005686998
rxn00211_d0_r	0.005417466	0.005781293
rxn05338_d0_f	0.005440712	0.004420042
rxn25641_d0_f	0.005440712	0.004420042
rxn25637_d0_r	0.005440712	0.063464165
rxn25661_d0_f	0.005440831	0.004421353
rxn01917_d0_f	0.005471468	0.007232904
rxn00720_d0_f	0.005586147	0.007456183
rxn27318_d0_f	0.005586267	0.006843686
rxn28487_d0_r	0.005671144	0.009699941
rxn_cpd00103_c0_o	0.005674284	0.003598388
rxn15280_d0_f	0.00569284	0.006413817
rxn19345_d0	0.005726777	0.00554093
rxn24330_d0_f	0.005742312	0.002419323
rxn15271_d0_r	0.005882382	0.007079482
rxn26477_d0_f	0.005913615	0
rxn06556_d0_f	0.006015945	0.007675766
rxn20632_y0	0.006132126	0.004659653
rxn00394_d0_r	0.006139517	0.007796884
rxn00392_d0_f	0.006156231	0.004767932
rxn08173_y0	0.006203053	0.004799667
rxn26037_d0_f	0.006287813	0.006246328
rxn02895_d0	0.006332837	0.008997023
rxn00533_d0	0.006391645	0
rxn02789_d0_f	0.006539702	0.007743716
rxn00863_d0_r	0.006728172	0.002982974
rxn08730_c0_i	0.006801738	0.009038383
rxn03135_d0	0.006952561	0.005586337
rxn26754_d0	0.007600784	0
rxn25649_d0_r	0.007927418	0.007979393
rxn01539_d0	0.007953507	0.008508519
rxn13360_d0_i	0.008215219	0.008904737
rxn33186_d0_o	0.008215222	0.008904736
rxn01249_d0_f	0.008348823	0.011048913
rxn01975_d0_r	0.008466005	0.010517716
rxn00720_d0_r	0.008485079	0.010297895
rxn27318_d0_r	0.008485198	0.010038972
rxn03084_d0	0.008538995	0.014502242
rxn03062_d0_r	0.008625031	0.01635027
rxn02789_d0_r	0.008811116	0.01147306
rxn28487_d0_f	0.008849978	0.010431528
rxn02474_d0_f	0.009117126	0.008705735
rxn00409_d0_f	0.009291291	0.008510947
rxn01211_d0_r	0.009315431	0
rxn01200_d0_r	0.009564519	0.012574554
rxn00179_d0_f	0.009845793	0.01781702
rxn00117_d0_r	0.010093927	0.009743452
rxn02835_d0_r	0.010605216	0.008369923
rxn00839_d0_r	0.010620713	0.01158011
rxn01353_d0_r	0.010620713	0.01158011
rxn01512_d0_r	0.010620713	0.01158011
rxn01673_d0_r	0.010620713	0.01158011
rxn01678_d0_r	0.010620713	0.01158011
rxn01975_d0_f	0.010633469	0.0122751
rxn25649_d0_f	0.010743856	0.010220289
rxn00211_d0_f	0.010837793	0.013040066
rxn01361_c0_f	0.011057678	0.01826804
rxn01100_d0_r	0.011566222	0.012210429
rxn01917_d0_r	0.01160872	0.014242411
rxn00834_d0_r	0.011813045	0.010760307
rxn18935_d0_f	0.012242675	0.031844735
rxn18936_d0_f	0.012242675	0.011509061
rxn19686_d0_f	0.012242675	0.011509061
rxn25662_d0_f	0.012242794	0.011509061
rxn29919_d0_f	0.012252688	0.015767336
rxn14261_d0_r	0.012610078	0.015092254
rxn03062_d0_f	0.012655139	0.021079779
rxn01476_d0_f	0.012763143	0.010489225
rxn01069_d0	0.01280234	0.013538517
rxn02811_d0_f	0.012810588	0.024734378
rxn01974_d0_r	0.012844801	0.01222539
rxn14142_d0_r	0.013011217	0.015567422
rxn24358_d0_r	0.013211727	0.015709758
rxn24362_d0_r	0.013211727	0.015709758
rxn03004_d0_f	0.013327479	0.017224431
rxn24330_d0_r	0.013506651	0.010321736
rxn03907_d0_f	0.013550878	0.01076448
rxn15280_d0_r	0.013654828	0.014257312
rxn03108_d0_f	0.0141325	0.014158011
rxn01249_d0_r	0.014152169	0.017445683
rxn00237_d0_r	0.01421988	0.015626311
rxn00154_c0	0.014347464	0.014199168
rxn00802_d0_r	0.014371634	0.024426937
rxn01116_d0_f	0.01440382	0.019930184
rxn05337_d0_r	0.014771938	0.0157938
rxn05340_d0_r	0.014771938	0.0157938
rxn05342_d0_r	0.014771938	0.0157938
rxn05039_d0	0.01489842	0.015913213
rxn09817_d0_i	0.015113912	0.024127042
rxn00239_d0_r	0.015156269	0.016296744
rxn05024_d0_r	0.015477061	0.015060306
rxn00506_d0_r	0.01583916	0
rxn01652_d0_r	0.016055465	0.010454476
rxn02320_d0_r	0.016061306	0.011045098
rxn00121_d0	0.016087174	0.0175215
rxn14094_d0_r	0.0164181	0.020586848
rxn24360_d0_r	0.01661861	0.021051526
rxn01396_d0_f	0.016835928	0.015796363
rxn05337_d0_f	0.016961813	0.017333746
rxn05340_d0_f	0.016961813	0.017333746
rxn05342_d0_f	0.016961813	0.017333746
rxn00834_d0_f	0.017088532	0.018367767
rxn05330_d0_f	0.017299294	0.017497182
rxn05331_d0_f	0.017299294	0.017497182
rxn05335_d0_f	0.017299294	0.017497182
rxn01807_d0_f	0.01751542	0.017996132
rxn03136_d0_f	0.017685652	0.018591404
rxn00693_d0_f	0.01834166	0.017418385
rxn03175_d0_f	0.018376589	0.017470598
rxn09817_d0_o	0.018433293	0.029218646
rxn01643_d0_f	0.018669367	0.008833408
rxn03136_d0_r	0.018820167	0.019116282
rxn00692_d0_r	0.018863559	0.022940874
rxn01361_c0_r	0.018954007	0.023693541
rxn13365_d0_i	0.019124221	0.016907563
rxn02474_d0_r	0.01946807	0.019860864
rxn00179_d0_r	0.01950568	0.026327372
rxn00693_d0_r	0.019522548	0.020783901
rxn01362_c0_r	0.019958496	0.022435904
rxn10929_d0_i	0.020349419	0.01799456
rxn00506_d0_f	0.02056998	0.004517198
rxn02834_d0	0.020745037	0.021160439
rxn00974_d0_r	0.020840049	0.020585418
rxn01974_d0_f	0.021051645	0.018797636
rxn01396_d0_r	0.021060944	0.020031512
rxn01258_d0_f	0.021316528	0.020608902
rxn02914_d0_f	0.021414638	0
rxn00392_d0_r	0.02156191	0.021675907
rxn02811_d0_r	0.021805644	0.03320968
rxn14142_d0_f	0.02192223	0.025405526
rxn14261_d0_f	0.02192223	0.025405526
rxn24358_d0_f	0.02192223	0.025320888
rxn24362_d0_f	0.02192223	0.025320888
rxn18935_d0_r	0.022075891	0.04723525
rxn18936_d0_r	0.022075891	0.020949125
rxn19686_d0_r	0.022075891	0.020949125
rxn25662_d0_r	0.022075891	0.020949244
rxn01258_d0_r	0.022082329	0.019150257
rxn00124_d0_f	0.022254705	0.025037706
rxn29733_d0_o	0.022489438	0.019023033
rxn01643_d0_r	0.022702456	0.011795998
rxn01465_d0_f	0.022716999	0.049515367
rxn00770_d0_f	0.022838771	0.023739696
rxn00899_d0_f	0.023028553	0.034329474
rxn01257_d0_f	0.023180127	0.023135424
rxn00974_d0_f	0.02326572	0.023070693
rxn01207_d0_f	0.023570359	0.03283161
rxn17744_d0_f	0.023570359	0.032630384
rxn00409_d0_r	0.02364862	0.02394116
rxn01434_d0	0.02410258	0.02055721
rxn01207_d0_r	0.02441138	0.035785377
rxn17744_d0_r	0.02441138	0.03523022
rxn02476_d0_r	0.024482727	0.025119543
rxn02484_d0_f	0.024615169	0.026411772
rxn01807_d0_r	0.02464223	0.025429666
rxn00899_d0_r	0.02496332	0.03738576
rxn03908_d0_f	0.02517283	0.025040507
rxn18937_d0_f	0.02569592	0.02711761
rxn27927_d0	0.026109327	0.024391076
rxn03907_d0_r	0.026138902	0.02393043
rxn01257_d0_r	0.026427865	0.027328253
rxn00863_d0_f	0.026465178	0.022920012
rxn05330_d0_r	0.026515245	0.026242018
rxn05331_d0_r	0.026515245	0.026242018
rxn05335_d0_r	0.026515245	0.026242018
rxn01652_d0_f	0.027458549	0.024926245
rxn02159_d0_f	0.027543545	0.029084325
rxn02213_d0_f	0.027913094	0
rxn01101_d0_r	0.028066576	0.003633499
rxn24360_d0_f	0.028236032	0.033866525
rxn08217_c0_o	0.028358186	0.02854228
rxn14094_d0_f	0.028436542	0.033866525
rxn15435_d0_f	0.028812647	0.029173851
rxn01111_d0_f	0.029594421	0.019229889
rxn00394_d0_f	0.03078127	0.030522943
rxn27266_d0_f	0.031430364	0.019583821
rxn07441_d0_f	0.03147614	0.029274225
bio1_biomass	0.031716213	0.031766683
rxn01740_d0_r	0.031992674	0
EX_cpd00007_e0_o	0.032216676	0.028662348
rxn00124_d0_r	0.032283306	0.035669625
rxn01739_d0_r	0.032312214	0.07985401
rxn10929_d0_o	0.032436132	0.026912946
rxn00154_d0	0.03258896	0.004463911
EX_cpd11632_e0_i	0.032871883	0.019360675
rxn03108_d0_r	0.033191204	0.03448987
rxn25719_d0_f	0.033325076	0.01785791
rxn01211_d0_f	0.033327937	0.025939941
rxn00361_d0_f	0.03365314	0.03447187
rxn00689_d0_f	0.033697486	0.03509307
rxn01019_d0	0.033930767	0.03150743
rxn18937_d0_r	0.034283638	0.035147905
rxn01362_c0_f	0.035164118	0.03532982
rxn17803_d0_f	0.03522539	0.031092107
rxn00337_d0_f	0.035719514	0.009275675
rxn00907_d0_r	0.0360685	0.009325028
rxn01465_d0_r	0.03720069	0.06502545
rxn25718_d0_r	0.03738475	0.017231464
rxn27266_d0_r	0.037509203	0.023463726
rxn02835_d0_f	0.037879705	0.036362648
rxn00337_d0_r	0.037899375	0.015663147
rxn08436_d0_r	0.037905455	0.01943171
rxn39241_d0_i	0.037924886	0.03628671
rxn03908_d0_r	0.03859377	0.03941095
rxn08217_c0_i	0.03876253	0.038887583
rxn_cpd00103_c0_i	0.03891621	0.035639327
rxn02938_d0_f	0.03966117	0.066020966
rxn03983_d0_f	0.039732575	0.03561175
rxn00689_d0_r	0.039780974	0.042634726
rxn15435_d0_r	0.04069674	0.04477763
rxn01018_d0	0.040900588	0.041113563
rxn02484_d0_r	0.041271448	0.044365168
rxn00777_d0_f	0.0415287	0.038705826
rxn00802_d0_f	0.041629076	0.048658133
rxn39242_d0_o	0.042025924	0.03966117
rxn39241_d0_o	0.04221809	0.04379928
rxn13365_d0_o	0.042430352	0.04046661
rxn02938_d0_r	0.04253608	0.07763481
rxn07441_d0_r	0.043314695	0.03903258
rxn00499_c0_f	0.04389286	0.04512286
rxn00499_c0_r	0.04391229	0.04251051
rxn05465_d0_r	0.046685815	0
rxn00361_d0_r	0.047176242	0.048575044
rxn02213_d0_r	0.047997117	0.020197988
rxn25719_d0_r	0.049150586	0.03168869
rxn17803_d0_r	0.04943788	0.045754313
rxn00086_d0_f	0.04973781	0.039530873
rxn39242_d0_i	0.05064404	0.052781105
rxn03983_d0_r	0.05250311	0.04822111
rxn25718_d0_f	0.052771807	0.028942823
rxn08436_d0_f	0.05444026	0.031609893
rxn25716_d0_f	0.05485475	0.029573083
rxn00420_d0	0.05579585	0.06266411
rxn01740_d0_f	0.055918336	0.024445415
rxn11700_d0_r	0.056036115	0.03651458
rxn00257_c0_f	0.057448268	0.059263766
rxn05465_d0_f	0.06122017	0
EX_cpd00008_e0_o	0.062030226	0.06846745
rxn00086_d0_r	0.06367564	0.05342579
rxn00907_d0_f	0.064762235	0.04684639
rxn04954_c0_r	0.06532204	0.058505774
rxn00800_d0_r	0.0656451	0.066933274
rxn00800_d0_f	0.06715703	0.069462776
rxn00018_d0	0.06754875	0.056488037
rxn04954_c0_f	0.07126832	0.06870556
rxn25716_d0_r	0.072725356	0.042703032
rxn29785_d0_o	0.07296549	0.07352931
rxn13361_d0_i	0.0729655	0.07352932
rxn11700_d0_f	0.07396805	0.051647663
rxn00770_d0_r	0.07407248	0.07488322
rxn00257_c0_r	0.07628739	0.07792616
rxn00260_d0_f	0.077062964	0.082321644
rxn00249_d0_r	0.080873825	0.07281746
rxn02914_d0_r	0.080943584	0.0673542
rxn09121_d0_i	0.08179436	0.08997771
rxn01106_d0_r	0.08323002	0.04669237
rxn13361_d0_o	0.083379254	0.09355745
rxn29785_d0_i	0.083379254	0.09355744
rxn10967_d0_o	0.08404297	0.08744224
rxn00459_d0_f	0.086282015	0.04592514
rxn09121_c0_i	0.08653094	0.08316952
rxn00414_d0	0.08758659	0.08419123
rxn01101_d0_f	0.08880162	0.078225136
rxn05238_d0_o	0.10044544	0.10005575
rxn05238_d0_i	0.10175013	0.101354174
rxn00161_d0_f	0.10660207	0.1002506
rxn10967_d0_i	0.109436736	0.11012422
rxn11013_d0_i	0.114064485	0.11531411
rxn24508_d0_f	0.11905098	0.0770216
rxn00102_d0_f	0.12100744	0.14545894
rxn00148_d0_r	0.12922096	0.09155798
rxn29318_d0_i	0.13709655	0.13514805
rxn11013_d0_o	0.14494623	0.1446495
rxn24508_d0_r	0.14791799	0.10401034
rxn00260_d0_r	0.15003276	0.14621806
rxn00069_d0_r	0.16136801	0.1606853
rxn29240_d0_f	0.16220775	0.15926337
rxn29318_d0_o	0.1816231	0.1846362
rxn00799_c0_f	0.18208277	0.18345416
rxn00249_d0_f	0.18399578	0.16754876
rxn05468_d0_i	0.18819211	0.19277951
rxn00161_d0_r	0.19415009	0.18314016
rxn09736_d0_o	0.21301349	0.21151689
rxn00799_c0_r	0.21603441	0.21571231
rxn05238_c0_o	0.21770366	0.21771054
rxn05238_c0_i	0.22022457	0.22021894
rxn05468_d0_o	0.22424226	0.2254991
rxn00102_d0_r	0.23629642	0.251549
rxn29240_d0_r	0.24144432	0.24482206
EX_cpd00011_e0_i	0.25027433	0.28033516
rxn00187_d0	0.26662087	0.26530617
rxn_cpd00008_c0_i	0.29654437	0.29317835
rxn05468_c0_i	0.30273995	0.3056173
rxn05468_c0_o	0.33443692	0.3337393
rxn05467_d0_o	0.3484812	0.34797457
rxn_cpd00008_c0_o	0.35793513	0.36103716
rxn05319_d0_o	0.36483988	0.3592514
rxn31154_d0_o	0.3666324	0.36326867
rxn31154_d0_i	0.39930993	0.38244528
rxn09736_d0_i	0.4805381	0.47737217
rxn05467_c0_o	0.516102	0.5015452
rxn05319_c0_o	0.5204641	0.5134726
EX_cpd00009_e0_o	0.5231262	0.5373129
rxn09736_c0_o	0.5236613	0.52395874
rxn09121_c0_o	0.60753363	0.61722016
rxn05467_d0_i	0.6089908	0.63730687
rxn09121_d0_o	0.61835504	0.6381013
EX_cpd00001_e0_i	0.754144	0.770954
rxn05467_c0_i	0.76467425	0.7796333
rxn09736_c0_i	0.7941924	0.7933267
EX_cpd00067_e0_o	0.8232685	0.8538518
rxn08730_c0_o	0.8293624	0.86217517
rxn08730_d0_o	0.83761066	0.86009043
EX_cpd00048_e0_o	1	1
EX_cpd00048_e0_i	1.0035602	1.0035415
rxn05319_d0_i	1.0716043	1.085164
rxn05319_c0_i	1.2670504	1.2770587
EX_cpd00013_e0_o	2.86332	2.863901
EX_cpd00013_e0_i	3.1366823	3.1361
