rxn_ID	v_Control	v_FeLim	v_FeEX	v_ZnLim	v_ZnEx
rxn10929_d0_o	13.036029	15.042358	15.283806	15.201972	15.828327
rxn10967_d0_i	27.28573	29.253092	29.195019	29.554775	28.049782
rxn10967_d0_o	11.73565	9.411279	10.160115	9.207687	10.783113
rxn11013_d0_i	17.048065	15.890194	16.506811	15.7337	17.220678
rxn11013_d0_o	31.08314	33.174152	33.010117	33.53322	32.147064
rxn11040_d0	0	0	0	0	0
rxn11700_d0	0.06049135	0.053239524	0.059502386	0.058009427	0.059695303
rxn11702_d0	0.38317126	1.3251947	1.1290486	0.81996113	1.3245096
rxn11703_d0	0.07963077	0.61708534	0.37996393	0.24328083	0.5731264
rxn12282_d0	0	0	0	0	0
rxn13360_d0_i	0.87962747	0.41703227	0.3418981	0.38671315	0.4204489
rxn13360_d0_o	1.0555516	1.0047793	1.0501854	1.0260111	1.0177517
rxn13361_d0_i	24.99502	17.460009	18.33306	17.846199	17.72365
rxn13361_d0_o	31.066042	34.917267	34.250854	34.558617	33.997566
rxn13365_d0_i	23.258512	21.270517	21.063133	21.081156	20.556932
rxn13365_d0_o	22.912195	24.863562	25.028145	25.011759	25.632502
rxn14012_d0	0	0	0	0	0
rxn14085_d0	0	0	0	0	0
rxn14094_d0	0	0	0	0	0
rxn14142_d0	0	0	0	0	0
rxn14261_d0	0	0	0	0	0
rxn15021_d0	0.60383	0	0.3148859	0.18301308	0
rxn15022_d0	0	2.3405101	0.9206401	0.9348428	1.6578327
rxn15069_d0	4.1293335	5.234619	4.8860474	4.680847	3.0980225
rxn15116_d0_f	0	0.05834961	0	0	0
rxn15116_d0_r	21.964233	20.930908	20.454163	20.764526	20.842041
rxn15166_d0	0	0	0	0	0
rxn15250_d0_f	0	0	0.66015625	0.8230591	2.0042725
rxn15250_d0_r	3.3677979	2.4417725	3.1538696	3	3.105774
rxn15271_d0_f	26.888306	25.028015	24.035706	24.084595	24.180664
rxn15271_d0_r	0	0.41375732	0.14550781	0.046020508	0
rxn15280_d0_f	6.3182373	5.0365295	8.296631	8.2578125	4.9987183
rxn15280_d0_r	5.7297363	7.3215027	8.7229	8.760986	6.8658447
rxn15298_d0_f	0	0	0	0	0.18933105
rxn15298_d0_r	8.448853	6.0828857	5.291748	5.378296	5.5687256
rxn15364_d0_f	1.5665894	0.19390869	0	0	0.99450684
rxn15364_d0_r	0	2.4696655	2.1501465	2.1159668	2.9726562
rxn15435_d0	0	0	0	0	0
rxn15493_d0	16.237183	29.039062	20.081177	20.300842	21.606934
rxn15494_d0_f	29.67163	44.139954	36.020508	36.30127	37.603516
rxn15494_d0_r	0	0	0	0	0
rxn17196_d0	62.933105	7.286621	5.3899536	3.6454468	10.350647
rxn17469_d0	0	0	0	0	0
rxn17744_d0_f	17.123291	22.104736	19.733032	19.59851	19.63977
rxn17744_d0_r	17.675903	23.016846	20.093384	20.040405	20.140747
rxn17803_d0_f	8.332642	11.828491	11.869507	10.275391	10.233826
rxn17803_d0_r	8.085022	11.658569	11.647095	9.788147	9.775391
rxn18935_d0	0.07155955	0.04457152	0	0	0
rxn18936_d0_f	2.8179932	1.2182617	1.1466675	1.1816406	1.717102
rxn18936_d0_r	1.5419312	1.5390015	1.4315186	1.397583	2.003357
rxn18937_d0_f	5.845093	3.3120117	3.538391	0	4.80072
rxn18937_d0_r	10.727234	11.88739	12.03894	8.47876	11.644104
rxn19027_d0_f	0.20404053	0.26574707	0.4413452	0.43475342	0.40075684
rxn19027_d0_r	0.37329102	0	0.002319336	0	0
rxn19029_d0_f	0.1237793	0.265625	0.45977783	0.43475342	0.4022827
rxn19029_d0_r	0.24121094	0	0	0	0
rxn19030_d0	0.26084968	0	0.15310827	0.08928177	0
rxn19071_d0	0	0	0	0	0
rxn19240_d0_f	9.202332	8.948242	9.32312	9.197632	9.64502
rxn19240_d0_r	9.656494	9.188599	9.250366	9.231445	9.8811035
rxn19241_d0_f	2.2185059	2.56781	2.0923462	2.2092285	2.4204102
rxn19241_d0_r	2.008667	1.9278564	1.68396	1.7009277	1.564209
rxn19242_d0_f	1.5581665	2.6420288	2.1799927	2.29187	2.488037
rxn19242_d0_r	1.2554932	1.8167725	1.6689453	1.6630859	1.5024414
rxn19246_d0	0	0	0	0	0
rxn19253_d0	0.046528816	0	0	0	0
rxn19343_d0_f	2.2666016	0.95251465	0.44848633	0.8065796	0.970459
rxn19343_d0_r	2.022461	1.1445312	0.7081299	1.0146484	1.157898
rxn19345_d0	0.24513634	0	0	0	0
rxn19544_d0	0	0	0	0	0
rxn19545_d0	0	0	0	0	0
rxn19686_d0_f	2.8779297	1.0383301	1.0006714	0.9926758	1.380188
rxn19686_d0_r	2.065857	1.6525269	1.6065674	1.5186768	2.0873413
rxn19701_d0	0	0	0	0	0
rxn19828_d0_f	0	13.18396	18.04248	16.598633	14.921509
rxn19828_d0_r	48.930786	19.777832	24.661133	24.34253	20.665283
rxn19900_d0_f	5.70105	6.1073	6.123657	6.152588	6.039795
rxn19900_d0_r	4.323242	3.7423096	4.066284	4.199829	4.0751953
rxn19905_d0	0.7165513	0.98238415	0.7345127	0.8422478	0
rxn20583_d0_f	0	0	0	0	0
rxn20583_d0_r	1.87854	4.8814087	4.517456	4.102173	2.8928223
rxn20595_d0	112.68436	4.4494004	1.1327171	0.9968271	6.8069415
rxn20632_d0	56.50052	1.743314	0	0	2.9514856
rxn20643_d0_f	2.6158447	2.5200195	2.4451904	2.4442139	2.4901123
rxn20643_d0_r	2.5286865	2.2442627	2.293335	2.2564697	2.3847656
rxn23155_d0_f	0	0	0	0	0
rxn23155_d0_r	0	0	0	0	0
rxn23415_d0_f	1.167043	0.70272094	0.78537697	0.7769465	0.755387
rxn23415_d0_r	1.0953147	0.7150151	0.69923675	0.7237188	0.684688
rxn23805_d0	0	0	0	0	0
rxn24109_d0	0.15399584	0.15578629	0.14413585	0.14252327	0.114954956
rxn24310_d0	0	0	0	0	0
rxn24312_d0	0	0	0	0	0
rxn24330_d0_f	8.4436035	4.2931824	5.290344	5.675171	4.350403
rxn24330_d0_r	8.338257	4.5157776	5.4973755	5.6817627	4.6412354
rxn24358_d0	0	0	0	0	0
rxn24360_d0	0	0	0	0	0
rxn24362_d0_f	0.23150635	0	0	0	0
rxn24362_d0_r	0.13458252	0.47399902	0.4597168	0.43469238	0.40222168
rxn24508_d0_f	21.995361	32.26129	32.41339	32.536743	33.330566
rxn24508_d0_r	22.458069	33.142517	33.37909	33.31891	34.3136
rxn25637_d0_f	1.1016846	0.61694336	0.821228	0.84265137	0.513916
rxn25637_d0_r	0.8999634	0.10803223	0.67871094	0.6628418	0.3477173
rxn25641_d0_f	0	0.6960449	0.78930664	0.7044678	0.65618896
rxn25641_d0_r	1.545044	0.7194824	0.8843384	0.8441162	0.7352295
rxn25647_d0_f	9.418213	8.531921	8.725586	8.752319	9.238892
rxn25647_d0_r	13.605774	15.359436	15.250366	15.242493	14.432007
rxn25649_d0_f	12.661316	12.274536	12.348389	12.361328	12.116882
rxn25649_d0_r	7.812622	3.7641602	4.0042114	4.0811768	5.3624268
rxn25661_d0_f	0.13458252	0.47399902	0.45977783	0.43469238	0.40222168
rxn25661_d0_r	0.23150635	0	0	0	0
rxn25662_d0	0	0	0	0	0
rxn25716_d0_f	10.517578	11.480225	12.048035	11.713867	13.007019
rxn25716_d0_r	13.285706	16.927856	17.073914	16.980103	16.948608
rxn25718_d0_f	10.486023	11.953857	11.978882	11.95343	11.846191
rxn25718_d0_r	8.009033	7.02063	7.2979126	7.0217285	8.0177
rxn25719_d0_f	2.6351318	2.6848145	3.0199585	0.71875	3.0465698
rxn25719_d0_r	4.1904907	5.484314	5.6932983	3.7250977	5.2871094
rxn25743_d0_f	1.251831	0.8018799	0.98864746	1.0012207	0.5765991
rxn25743_d0_r	1.0940552	0.9733887	1.1029053	1.105835	0.9602661
rxn25747_d0_f	1.5354614	1.1706543	1.1136475	1.0460205	1.3331909
rxn25747_d0_r	2.0750732	0.6068115	0.5662842	0.70751953	0.5708618
rxn25750_d0_f	6.955017	7.74292	7.779907	7.852661	7.8134155
rxn25750_d0_r	3.0388184	0.4041748	0.80529785	0.8782959	2.2070923
rxn25762_d0	0	0	0	0	0
rxn26013_d0_f	2.0181885	1.2907104	1.4748535	1.3674927	1.3168945
rxn26013_d0_r	1.5666504	0.77441406	0.7331543	0.66223145	0.6536865
rxn26037_d0_f	0.5765381	0.16235352	0	0	0.1885376
rxn26037_d0_r	0.79577637	0	0	0	0.1428833
rxn26477_d0	0	0	0	0	0
rxn26754_d0	225.32068	9.3685	2.921112	2.546814	14.137161
rxn27029_d0	0	0	0	0	0
rxn27030_d0	0	0	0	0	0
rxn27259_d0	0	0	0	0	0
rxn27266_d0_f	9.968933	8.491486	8.563721	8.328369	8.249939
rxn27266_d0_r	10.317383	5.6383514	5.2921143	5.161743	5.4783325
rxn27318_d0	0	0	0	0	0
rxn27497_d0	0.3179092	0.47153506	0.5468033	0.5346452	0.4349934
rxn27709_d0	0	0.07524946	0.05966741	0	0.020358078
rxn27927_d0_f	2.2580566	0	2.6121826	2.156311	2.5361328
rxn27927_d0_r	3.6260986	0	2.0792236	2.3491821	2.4985962
rxn28082_d0_f	0	0	0	0	0
rxn28082_d0_r	0	0	0	0	0
rxn28083_d0_f	2.222046	1.362793	0.98413086	1.7857666	1.5908203
rxn28083_d0_r	1.9439087	2.178711	1.8330078	2.3677979	2.4074707
rxn28487_d0_f	4.673706	5.9334717	5.8570557	5.760254	5.687683
rxn28487_d0_r	4.0284424	4.359497	4.460083	4.622925	4.7804565
rxn28615_d0_f	1.0545654	1.3184204	1.1903076	1.3776855	1.4226074
rxn28615_d0_r	1.0841064	1.1199951	1.0910645	1.0686646	1.1688232
rxn29240_d0_f	10.203414	6.923741	9.379447	8.839979	9.893459
rxn29240_d0_r	379.01172	381.2271	381.7365	382.09537	380.17987
rxn29318_d0_i	29.78771	30.572557	30.187944	29.801817	30.901445
rxn29318_d0_o	39.24151	40.596436	40.420174	40.665516	39.868637
rxn29733_d0_i	1.5706668	1.5859911	1.758691	1.7509279	1.3944826
rxn29733_d0_o	2.2060685	1.0444496	2.1864579	2.0982833	1.8585505
rxn29785_d0_i	31.066025	34.91726	34.25086	34.558613	33.997566
rxn29785_d0_o	24.995003	17.460001	18.333061	17.846195	17.72365
rxn29919_d0_f	4.6828613	5.6073	5.4362183	5.38385	5.517212
rxn29919_d0_r	1.574585	0.17114258	1.0368042	0.89849854	0.7525635
rxn31154_d0_i	451.82123	161.22954	155.10535	153.98268	167.16801
rxn31154_d0_o	0.3535258	144.77058	152.07843	151.33006	141.10771
rxn31768_d0	0	0	0	0	0
rxn33186_d0_i	1.0555475	1.0047839	1.0501871	1.026009	1.0177574
rxn33186_d0_o	0.8796254	0.4170352	0.34189963	0.38671398	0.42045653
rxn37018_d0	0.8097772	0.5327835	0.57774496	0.6027582	0.4520797
rxn37266_d0_f	5.213379	5.312256	5.610901	5.3361816	5.290222
rxn37266_d0_r	1.355896	0.10192871	0.8018799	0.69750977	2.2628174
rxn37324_d0	0	0	0	0	0
rxn37610_d0	0	0	0	0	0
rxn37651_d0_f	2.2354736	2.453003	2.501831	2.6018066	2.7611694
rxn37651_d0_r	2.6964111	3.093628	3.0860596	3.0507812	2.906433
rxn39241_d0_i	12.735718	11.17749	11.839539	16.008545	12.166565
rxn39241_d0_o	16.801392	18.687683	18.564209	23.180542	18.289856
rxn39242_d0_i	19.034424	23.282654	22.90149	27.329224	22.327698
rxn39242_d0_o	13.57373	12.554077	13.12738	16.651611	13.515198
