rxn_ID,subsystems,kapp,Pred_Control,Pred_FeEX,Pred_FeLim,Pred_ZnEx,Pred_ZnLim,FBA_Control,FBA_FeEX,FBA_FeLim,FBA_ZnEx,FBA_ZnLim,Vbf_Control,Vbf_FeEX,Vbf_FeLim,Vbf_ZnEx,Vbf_ZnLim,RES_Control,RES_FeEX,RES_FeLim,RES_ZnEx,RES_ZnLim
rxn00001_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,0.00014689453477831582,0.1670846159707665,0.00018159511846437308,0.0005516538456391551,0.0010397001084773271,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00001_d0_r,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00018_d0,"{'Rubisco_shunt_in_plants', 'Calvin-Benson-Bassham_cycle_in_plants', 'Photorespiration_(oxidative_C2_cycle)_in_plants'}",0.2062487363459626,0.058120728,0.057373047,0.05921936,0.05830002,0.05725479,0.008792257617800512,10.000719154073849,0.010869233944498739,0.03301880995116443,0.06223043772719947,24.66641922429911,24.66641922429911,24.66641922429911,24.66641922429911,24.66641922429911,119.5954926139452,119.5954926139452,119.5954926139452,119.5954926139452,119.5954926139452
rxn00048_d0,"{'Riboflavin,_FMN_and_FAD_biosynthesis_in_plants'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.202798434505205,30.52901784102697,54.58927769446643,39.5478150294464,38.3775319564906
rxn00069_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00069_d0_r,,0.0145345135170204,0.22966826,0.22855675,0.23324597,0.23003507,0.22535181,0.0,0.0,0.0,0.0,0.0,1.7411443023407644,1.7409106982261808,0.837225835096478,1.7413633289044206,1.7407028282629171,,,,,
rxn00076_d0,"{'Niacin,_NAD_and_NADP_biosynthesis_in_plants'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.170969050508496,34.5461466858575,64.96279894868769,39.59441344460217,42.68801366225586
rxn00077_d0_f,,0.0103845420376313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2419444205607475,1.2419444205607475,1.2419444205607475,1.2419444205607475,1.2419444205607475,,,,,
rxn00077_d0_r,,0.0103845420376313,0.021036386000000004,0.021244526,0.020873785,0.020972729999999995,0.020672559999999993,0.0,0.0,0.0,0.0,0.0,1.2419444205607475,1.2419444205607475,1.2419444205607475,1.2419444205607475,1.2419444205607475,,,,,
rxn00086_d0_f,,0.0141429915180942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3801977494902542,1.0650518399478068,1.4384605434925877,1.059464701759902,1.2782927368222083,,,,,
rxn00086_d0_r,,0.0146847234387183,0.044408324,0.044030073,0.043940428000000004,0.04401754999999999,0.043977977,1.7902771426106637e-05,0.020363437571436854,2.2131905062845356e-05,6.723281243727125e-05,0.00012671345072067135,1.4330647243955197,1.1058474932635167,1.4935592114067495,1.100046345818981,1.3272563509594737,,,,,
rxn00097_d0_f,,0.0447229603572377,0.051207542,0.049764633,0.04998684,0.05112362,0.051380157,0.0001468945347783166,0.1670846159707701,0.00018159511846437722,0.0005516538456391677,0.00103970010847735,5.3486644750777925,5.3486644750777925,5.3486644750777925,5.3486644750777925,5.3486644750777925,,,,,
rxn00097_d0_r,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00102_d0_f,,0.0033674884192294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21233703642684,1.2117582377425482,1.2179589037812537,1.210139779974257,1.210510327020821,,,,,
rxn00102_d0_r,,0.0081291596010735,0.1242218,0.1265384,0.11314010000000002,0.11536502399999998,0.12095630000000002,0.0006265969999137285,0.7127203150002842,0.0007746166771995848,0.002353148435304482,0.00443497077522348,2.9265969269944594,2.925199699655938,2.940168185835061,2.9212927221498224,2.9221872274030622,,,,,
rxn00117_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00117_d0_r,,0.0705187027416356,0.015242219,0.015437841,0.015020371,0.015228987,0.015108585,0.0,0.0,0.0,0.0,0.0,1.5384692357427958,1.0319002127695631,2.003346905591456,1.089525434529537,1.0805202060409775,,,,,
rxn00121_d0,"{'Riboflavin,_FMN_and_FAD_biosynthesis_in_plants'}",0.0217645160062172,0.013283014,0.013284147,0.013764977,0.013401091,0.013424337,0.0,0.0,0.0,0.0,0.0,0.951721074769146,0.8469541674952675,1.4546828992863523,0.8239278112952637,0.5996894490403725,43.72810654265314,38.9144498895968,66.837364950859,37.85647294246753,27.55353938810613
rxn00122_d0,"{'Riboflavin,_FMN_and_FAD_biosynthesis_in_plants'}",0.0867269918089205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7365324278334204,1.186963818147871,2.941369001111035,2.0360927784890017,1.9951044657554653,20.02297544989684,13.68620994906666,33.91526605225217,23.4770368027405,23.0044236994999
rxn00124_d0_f,,0.0838277487400429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0943769696297143,1.1948387594599217,1.1253913083146492,1.3456411363719092,1.4480848969870026,,,,,
rxn00124_d0_r,,0.0838277487400429,0.015792847,0.015853882,0.015912414,0.015639781,0.015624524,0.0,0.0,0.0,0.0,0.0,1.0943769696297143,1.1948387594599217,1.1253913083146492,1.3456411363719092,1.4480848969870026,,,,,
rxn00148_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00148_d0_r,,0.0353387246108504,0.052206516,0.05423355,0.04828167,0.051424026,0.05114603,0.001297652548868957,1.4760098333029745,0.0016041942519719058,0.004873258354828198,0.00918461328640332,5.890199216809784,5.900147322286395,4.626954803824194,4.81040171685504,5.549235759576813,,,,,
rxn00151_d0,"{'Glycolysis_and_Gluconeogenesis_in_plants', 'Glutamine,_glutamate,_aspartate,_asparagine_metabolism_in_plants'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.97033053784793,134.61574893388766,128.81301938984652,133.7653401100657,131.49701299036144
rxn00154_c0,"{'TCA_cycle_in_plants', 'Acetyl-CoA_biosynthesis_in_plants'}",0.0029331094458961,0.001453757,0.001007229,0.001397386,0.001039594,0.001496762,0.00012669653624629575,0.14411048127478748,0.00015662578967552495,0.0004758014418637768,0.0008967413435616987,0.3195363349767428,0.3179781781594688,0.1853095127501309,0.3013794609154906,0.324154829646687,108.94115643172432,108.40992606135607,63.17851964556074,102.75084052426432,110.51576343331648
rxn00154_d0,"{'TCA_cycle_in_plants', 'Acetyl-CoA_biosynthesis_in_plants'}",0.075704794475405,0.001341343,0.00508523,0.000572681,0.00058198,0.001173496,0.0006972899947757913,0.7931297864362147,0.0008620093279605648,0.0026186318485183244,0.004935326452428186,2.1837631197251945,1.953162152394136,2.2095579450008533,3.0429490730514743,2.5592479781718254,28.84577040143283,25.79971540677887,29.18649948542815,40.1949320929742,33.80562612851783
rxn00161_d0_f,,0.0033668212536608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.378334591560613,1.2993034229206326,1.1394406452502568,1.189223548295019,1.464798600081637,,,,,
rxn00161_d0_r,,0.0042313071111024,0.08483970000000002,0.08247399999999999,0.07756878,0.07883572999999999,0.08254813999999999,0.00026617748747250684,0.30276254553326953,0.0003290560295048903,0.0009996140074808,0.0018839690871892438,1.7322443097943765,1.632920609285634,1.4320104756627892,1.4945759449271818,1.840909352143036,,,,,
rxn00175_d0,"{'Ethanol_Degradation_in_plants', 'Acetyl-CoA_biosynthesis_in_plants'}",0.0003236144682723,0.023630789,0.021624753,0.02567803,0.024188189,0.023794528,1.7902771426106637e-05,0.020363437571436854,2.2131905062845356e-05,6.723281243727125e-05,0.00012671345072067135,0.0465354098115471,0.0464143180946777,0.0450673334006925,0.0443192757059115,0.0476601932953861,143.7989162226812,143.42473110816553,139.2624181523324,136.9508475393914,147.27460595263585
rxn00179_d0_f,,0.0247083548568845,0.0,0.0,0.0,0.0,0.0,2.203418021674661e-05,0.025062692395614573,2.7239267769655832e-05,8.274807684587224e-05,0.00015595501627159542,1.370498014824196,1.7568824931480804,3.451075665160994,4.334317411504085,1.7998257675494,,,,,
rxn00179_d0_r,,0.0235958813145013,0.011112451,0.011479378,0.009204864,0.007019518999999998,0.01104939,0.0,0.0,0.0,0.0,0.0,1.3087924585371986,1.6777802905925403,3.2956937956479657,4.139168302123153,1.7187900790587796,,,,,
rxn00187_d0,"{'Glutamine,_glutamate,_aspartate,_asparagine_metabolism_in_plants'}",0.0198080614693892,0.34538484,0.3460424,0.3430283,0.33754635,0.33619225,0.00087172725482505,0.9915427679015161,0.0010776535311370242,0.0032737207902148713,0.0061699703312451115,2.368954869158912,2.368954869158912,2.368954869158912,2.180828775288703,1.722963361899697,119.5954926139452,119.5954926139452,119.5954926139452,110.09804158064075,86.9829369503074
rxn00191_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00191_d0_r,,0.0,0.0,0.0,0.0,0.0,0.0,3.695315640516867e-05,0.042032223705145026,4.568252198869359e-05,0.00013877542054359802,0.00026154955853882123,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00192_d0,{'Arginine_metabolism_and_urea_cycle_in_plants'},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.55733716779926,159.15099813782726,152.17275006096426,155.0847642892261,171.1051725535615
rxn00208_d0,,,0.008125497,0.00822513,0.008352468,0.008236612,0.008109632,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
rxn00209_d0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
rxn00211_d0_f,,0.0160313706063103,0.0008406639999999979,0.0010440350000000022,0.0006532659999999996,0.0,8.392399999999911e-05,8.951385713053283e-06,0.010181718785718387,1.1065952531422646e-05,3.3616406218635496e-05,6.335672536033547e-05,1.4270272519235443,1.580257781489459,0.7085631319523319,2.524893763123409,2.46253751776888,,,,,
rxn00211_d0_r,,0.0157267617836573,0.0,0.0,0.0,9.918199999999974e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.3999125964285777,1.5502316237685252,0.6950998675378472,2.4769187686331504,2.4157473416543525,,,,,
rxn00213_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00213_d0_r,,0.0205744045649762,0.015571833,0.015547991,0.015496254,0.015446663,0.015521765,0.0,0.0,0.0,0.0,0.0,2.462089388248541,2.461414174595885,2.4639596008935687,2.460872140692429,2.461091666168566,,,,,
rxn00237_d0_f,,0.0362172462993674,0.0,0.0,0.0,0.0,0.0,8.721863002465497e-06,0.00992064907326762,1.0782210158826132e-05,3.2754447084836544e-05,6.17321939408625e-05,0.7901325048340522,0.5299669833571609,1.0288860328118763,0.5595623498116892,0.5549374125188525,,,,,
rxn00237_d0_r,,0.0355538897611001,0.012494326,0.012376428,0.011790514000000002,0.01202184,0.011656225,0.0,0.0,0.0,0.0,0.0,0.7756604061314971,0.5202600867982716,1.0100409148988232,0.5493133833318083,0.5447731565762368,,,,,
rxn00239_d0_f,,0.232058046669494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9495749454342672,1.3678712166596751,1.0313556880010388,1.7857611569767848,3.6744704275365576,,,,,
rxn00239_d0_r,,0.232058046669494,0.013038993,0.012696385,0.012062192,0.012332439,0.0115242,0.0,0.0,0.0,0.0,0.0,0.9495749454342672,1.3678712166596751,1.0313556880010388,1.7857611569767848,3.6744704275365576,,,,,
rxn00248_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0003272305284897513,0.3722070890461282,0.00040453150061665395,0.0012288951370746021,0.002316094444775192,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00248_d0_r,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00249_d0_f,,,0.10644410999999998,0.10565712999999999,0.09932333999999998,0.100323316,0.10459493399999997,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
rxn00249_d0_r,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
rxn00257_c0_f,,0.0123578388733495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1515523473179083,1.209495452035482,1.4447473561872306,1.3208191803182334,1.477941827702004,,,,,
rxn00257_c0_r,,0.0154528393827033,0.006883855999999994,0.006794574999999997,0.0068186539999999934,0.0066138500000000044,0.006927371000000002,0.00011613849155910147,0.13210127450188525,0.00014357364053589424,0.00043615132170845097,0.0008220128982648698,1.4399567469886747,1.5124116073985137,1.8065819657102613,1.6516161811324317,1.8480899382585785,,,,,
rxn00260_d0_f,,0.0048982974170031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2554306872107976,1.2464320674670128,1.2275573699435405,1.2095486696470164,1.2559279541982284,,,,,
rxn00260_d0_r,,0.0069705260834983,0.08871531499999999,0.08832037999999998,0.081673616,0.08258926999999999,0.08621561,0.0001937171677389028,0.22034283731145107,0.0002394785624748957,0.0007274935089366457,0.0013711045180544907,1.7865416503396183,1.773736157267311,1.7468765037581533,1.7212492083001276,1.7872492865264935,,,,,
rxn00272_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00272_d0_r,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00275_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,1.0558044687194272e-05,0.012009206772902233,1.3052149139630697e-05,3.96501201553258e-05,7.472844529682881e-05,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00275_d0_r,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00300_d0,"{'Riboflavin,_FMN_and_FAD_biosynthesis_in_plants'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.451192342187,212.82508890785587,284.19265573978134,182.6002237593417,185.56747377400927
rxn00313_d0,{'Lysine_and_threonine_metabolism_in_plants'},0.0013576954030858,0.002356309,0.002327535,0.003029563,0.002643842,0.002192147,2.2034180216746504e-05,0.025062692395614542,2.7239267769655815e-05,8.274807684587222e-05,0.00015595501627159585,0.051579535739181,0.0500317475457741,0.0867833842567681,0.0578509764726445,0.0576758152749832,37.99050628141597,36.8504949137049,63.9196273770423,42.60968722524893,42.4806736060946
rxn00330_c0,{'TCA_cycle_in_plants'},0.0002920153328995,0.0,0.0,0.0,0.0,0.0,1.0558044687194272e-05,0.012009206772902231,1.3052149139630695e-05,3.96501201553258e-05,7.472844529682881e-05,1.0558044687194272e-05,0.0,1.3052149139630695e-05,3.96501201553258e-05,7.472844529682881e-05,0.036155788746979,0.0,0.0446967938636333,0.1357809528754001,0.2559058956076763
rxn00333_d0,{'Photorespiration_(oxidative_C2_cycle)_in_plants'},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.21212359364307,203.29427001140365,239.98251454995025,212.8008626269593,197.7278709245354
rxn00337_d0_f,,0.007262612838062,0.0013842599999999983,0.00015247000000000177,0.000988604000000004,0.0012356030000000018,0.0006358620000000009,7.436535823151972e-05,0.08458658683519897,9.193252872258827e-05,0.0002792747593548184,0.0005263481799166338,1.4285775872894682,1.4216432832795365,1.3000635894609125,1.1999236983730672,1.27205826916759,,,,,
rxn00337_d0_r,,0.0062648002497523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2323048777621262,1.2263232798906814,1.1214474572104547,1.0350658162382904,1.0972897963960837,,,,,
rxn00338_d0,"{'Niacin,_NAD_and_NADP_biosynthesis_in_plants'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.22701968220207,44.11538319506254,57.98729863378156,36.1677657825745,51.23623083216713
rxn00361_d0_f,,0.0410877098031279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1389504409836673,0.6991806922494403,1.9361615685827,0.5173167411898247,0.3217917500266968,,,,,
rxn00361_d0_r,,0.0410877098031279,0.0277071,0.027211426999999996,0.027316687999999992,0.026854038000000004,0.026840508,0.0,0.0,0.0,0.0,0.0,1.1389504409836673,0.6991806922494403,1.9361615685827,0.5173167411898247,0.3217917500266968,,,,,
rxn00391_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0002586950471071784,0.29425167290719156,0.00031980602815803803,0.0009715141397183339,0.001831009362913256,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00391_d0_r,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00392_d0_f,,,0.0,0.0,0.0,0.0,0.0,0.0002586950471071784,0.29425167290719156,0.00031980602815803803,0.0009715141397183339,0.001831009362913256,,,,,,,,,,
rxn00392_d0_r,,,0.012991076999999997,0.013042823000000002,0.013018861999999999,0.012932389000000002,0.012981919000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
rxn00394_d0_f,,0.0310331824626268,0.024549007000000005,0.02404022,0.023645638999999996,0.023823975000000004,0.024672508999999995,0.0,0.0,0.0,0.0,0.0,1.252134763531977,1.0551517717404355,1.5479541724415222,1.1811669660292377,1.142057544867596,,,,,
rxn00394_d0_r,,0.0310331824626268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252134763531977,1.0551517717404355,1.5479541724415222,1.1811669660292377,1.142057544867596,,,,,
rxn00409_d0_f,,0.0355595495182287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7757838820589541,0.5203429060271874,1.0102017014205418,0.5494008275005906,0.5448598779948244,,,,,
rxn00409_d0_r,,0.0355595495182287,0.013000250000000001,0.012826443,0.012793064,0.01273334,0.012923598000000001,0.0,0.0,0.0,0.0,0.0,0.7757838820589541,0.5203429060271874,1.0102017014205418,0.5494008275005906,0.5448598779948244,,,,,
rxn00414_d0,"{'Pyrimidine_de_novo_biosynthesis_in_plants', 'Arginine_metabolism_and_urea_cycle_in_plants'}",0.0013361982914888,0.10092851,0.10283119,0.090169765,0.09209646,0.09753157,5.0265473619452014e-05,0.05717426702749438,6.213957959952598e-05,0.00018876905030464186,0.00035577238086956925,0.1119555913201859,0.1158690088822616,0.0914788664278565,0.0969851801077342,0.1057507826478667,83.78665953496966,86.71542960375577,68.46204415208884,72.58292479903406,79.1430308820656
rxn00416_d0,"{'Glutamine,_glutamate,_aspartate,_asparagine_metabolism_in_plants'}",0.0007076375423678,0.0,0.0,0.0,0.0,0.0,1.2853271793102209e-05,0.014619903897441848,1.5889572865632582e-05,4.826971149342554e-05,9.097375949176416e-05,0.0144780797691068,0.0180234874976398,0.0248402060138192,0.008951952333713,0.0052550724367976,20.459739488469975,25.469942475538364,35.103007580267054,12.650476829930366,7.426220518506738
rxn00420_d0,"{'Alanine,_serine,_glycine_metabolism_in_plants'}",0.0172667109783893,0.07771066,0.07668692,0.08169615,0.07946665,0.07768729,0.00011636801426969925,0.1323623442143465,0.00014385738290850287,0.0004370132808422872,0.0008236374296844106,0.2178864808784479,0.2201707905169276,0.4208580813800496,0.169425469634727,0.2434532655797067,12.618875774960868,12.751171360457066,24.37395760586873,9.812260704819613,14.099573791697102
rxn00459_d0_f,,0.9932242651202506,0.008506298,0.009103775,0.006048679,0.008485794,0.007546425,0.001617607207432964,1.8399410124642923,0.001999731119377115,0.006074829387360964,0.01144921008518044,6.249846193848065,5.131658768295307,5.207576223007265,5.843912858907766,7.832647482785346,,,,,
rxn00459_d0_r,,0.2090077995396005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3151778971881851,1.0798736446694075,1.095849231164037,1.2297558670635271,1.6482525371529793,,,,,
rxn00493_d0_f,,0.0049034545803281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2567524650748196,1.2477443711509744,1.2288498014373197,1.2108221407141837,1.2572502556088734,,,,,
rxn00493_d0_r,,0.0049163039291329,0.0020632740000000004,0.001689195000000001,0.002642274,0.002194047000000001,0.0018266440000000005,0.00014322217140885288,0.1629075005714941,0.00017705524050276285,0.0005378624994981693,0.0010137076057653703,1.2600457454591707,1.2510140461079686,1.2320699637674937,1.213995062125334,1.2605448404376929,,,,,
rxn00495_c0,"{'Lignin_biosynthesis_in_plants', 'Phenylpropanoids_general_biosynthesis_in_plants'}",0.0008383096656831,0.001484186,0.001446277,0.001862556,0.001589328,0.00132066,0.00012623749082511072,0.14358834184987462,0.00015605830493031983,0.00047407752359614284,0.0008934922807226823,0.3145416667455933,0.2062544204648501,0.3365319546812113,0.2528852657702146,0.3098711903761631,375.2094000840059,246.0360758178469,401.4411004160045,301.66092092489345,369.6380980215106
rxn00499_c0_f,,0.075070225005188,0.0013927229999999985,0.001025678000000002,0.0,0.0007400520000000049,0.001132130000000009,0.0,0.0,0.0,0.0,0.0,1.1798322740588214,0.9650199213012454,0.7622559706336588,1.457161509535637,1.5574233694281516,,,,,
rxn00499_c0_r,,0.0765399934335134,0.0,0.0,1.5199000000007401e-05,0.0,0.0,8.951385713053268e-06,0.010181718785718406,1.1065952531422677e-05,3.361640621863559e-05,6.335672536033581e-05,1.2029317149757908,0.9839136413205412,0.7771798603630742,1.4856906631586393,1.587915507925983,,,,,
rxn00506_d0_f,,0.0097375009008166,0.0034956929999999976,0.0029695029999999983,0.003940105999999999,0.0038938519999999997,0.0036475660000000014,0.0,0.0,0.0,0.0,0.0,1.2129916167552797,1.2207924203771163,1.2058480936022782,1.1868825529279352,1.195821059539315,,,,,
rxn00506_d0_r,,0.0097375009008166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2129916167552797,1.2207924203771163,1.2058480936022782,1.1868825529279352,1.195821059539315,,,,,
rxn00527_d0_f,,0.0034427559763249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.268150121269372,1.5468210039917936,1.3370721802645815,1.4161437398786936,1.9271909109153016,,,,,
rxn00527_d0_r,,0.0034427559763249,0.001739979,0.0014576909999999997,0.0021388529999999996,0.0018413069999999995,0.00156331,0.0,0.0,0.0,0.0,0.0,1.268150121269372,1.5468210039917936,1.3370721802645815,1.4161437398786936,1.9271909109153016,,,,,
rxn00533_d0,"{'Acetyl-CoA_carboxylase_complexes_in_plants', 'Fatty_acid_biosynthesis_in_plants_(plastidial)'}",0.0062799429511358,0.0,0.0,0.0,0.0,0.0,0.0005763315262942765,0.6555460479727898,0.0007124770976000589,0.00216437938499984,0.004079198394353911,1.514316945936334,1.5130938890692465,1.5065918635622817,1.5113010330301195,1.520017913100028,241.1354621720617,240.9407061246574,239.9053423391012,240.65521690077796,242.04326773782125
rxn00611_d0_f,,0.0357739212945338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.545585978995883,1.0996164890444569,3.3690102040387324,1.0833510968850464,0.9031907309494211,,,,,
rxn00611_d0_r,,0.0381016777098173,0.0044445990000000005,0.004446744000000001,0.005095721,0.004743099000000001,0.004108130999999999,2.983795237684423e-05,0.033939062619061364,3.688650843807559e-05,0.00011205468739545198,0.00021118908453445273,1.6461549842318155,1.17116691583862,3.588226740326154,1.1538431585468425,0.9619600227159714,,,,,
rxn00689_d0_f,,0.0242231693660907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1779599515660588,0.9612693713334984,1.2125248459867295,0.8406323171793642,0.9676264713238892,,,,,
