rxn_ID	control	cold
rxn03080_d0	0.011938836	0.10429258
rxn03084_d0	0.08426272	0.21460639
rxn03108_d0_f	0	0
rxn03136_d0_f	0.87516445	1.2117089
rxn03137_d0_f	1.3681769	1.5217257
rxn03147_d0	0.44346386	1.8622339
rxn03175_d0_f	0.62853295	1.1971014
rxn03891_d0	2.7928498	2.8404434
rxn03892_d0	1.6521201	1.6833183
rxn03907_d0_f	1.3937342	0.9834212
rxn03908_d0_f	0.7952763	0.89137465
rxn03909_d0	0	0
rxn03910_d0	1.6279371	1.8897216
rxn03958_d0_f	0.07208872	0
rxn03983_d0_f	1.015739	0.56058025
rxn04113_d0	5.1721654	5.41921
rxn04179_d0	5.683279	5.3670554
rxn04180_d0_f	3.5037985	3.598187
rxn04184_d0_f	0.62766	0.32292783
rxn04674_d0	0.016395172	0
rxn04954_c0_f	0	0
rxn05023_d0	0.85939914	1.3901876
rxn05024_d0_f	0	0
rxn05039_d0	1.7479465	1.9350677
rxn05040_d0	0	0
rxn05104_d0	0	0
rxn05105_d0_f	1.234693	0.031594552
rxn05106_d0	1.4391115	0.9937895
rxn05238_c0_i	109.82975	109.828705
rxn05238_d0_o	46.141373	46.136364
rxn05287_d0	0	0
rxn05319_c0_i	300.59995	297.43054
rxn05319_d0_o	30.355253	28.05364
rxn05324_d0_f	1.7777568	2.0667837
rxn05325_d0_f	1.5611569	1.3518218
rxn05326_d0_f	2.248995	1.7418823
rxn05330_d0_f	0.052279234	0.24405384
rxn05331_d0_f	0.028352141	0.37992215
rxn05335_d0_f	0	0
rxn05337_d0_f	0.25503492	0.19283164
rxn05338_d0_f	0.99467456	0.93243027
rxn05340_d0_f	0.26925677	0.046364784
rxn05342_d0_f	0.52944773	0.56902766
rxn05343_d0_f	1.7494191	1.8027769
rxn05345_d0_f	3.3934047	3.1491935
rxn05346_d0_f	2.3476918	2.3988616
rxn05348_d0_f	2.3341928	2.5474787
rxn05350_d0_f	1.1054527	0.77603227
rxn05465_d0_f	0	1.7878952
rxn05467_c0_i	180.7189	185.55801
rxn05467_d0_o	91.62078	93.25647
rxn05468_c0_i	144.7696	142.73941
rxn05468_d0_o	107.80512	109.12891
rxn05736_d0	0	0
rxn06556_d0_f	6.37364	6.511646
rxn07441_d0_f	0.8027925	0.83373487
rxn07447_d0	4.8260355	4.525055
rxn07579_d0_f	0.05789539	0
rxn08173_y0	80.36512	98.69296
rxn08217_c0_o	0.2068064	0.31808886
rxn08352_d0	0	0
rxn08392_d0_f	0.79651463	0.6217849
rxn08436_d0_f	1.5400133	0.55778545
rxn08730_c0_o	301.67404	305.9015
rxn08730_d0_i	31.104225	26.190302
rxn08756_d0	3.9776804	4.4411654
rxn08766_d0_f	6.9418306	6.165496
rxn09118_d0_i	0.26603067	0.12305443
rxn09121_c0_o	210.19212	208.03102
rxn09121_d0_i	0.8839383	0.796354
rxn09444_d0	0	0
rxn09449_d0	0	0
rxn09453_d0	0	0
rxn09736_c0_o	112.50283	112.33134
rxn09736_d0_i	44.32078	44.601627
rxn09817_d0_i	1.5938393	2.353944
rxn09839_d0_i	20.548239	20.075031
rxn10929_d0_o	4.1238112	5.0208178
rxn10967_d0_o	21.469112	21.046434
rxn11013_d0_o	0.82241756	1.5438621
rxn11040_d0_f	10.852467	9.007774
rxn11700_d0_f	1.2420671	0.44987077
rxn11702_d0	0	0
rxn11703_d0	0	0
rxn12020_d0	0.11673337	0.4124128
rxn12282_d0	0	0
rxn13360_d0_i	3.7096965	4.066745
rxn13361_d0_o	1.3764602	1.3389693
rxn13365_d0_i	4.638478	4.96066
rxn13975_d0_f	1.1806718	1.1599475
rxn13995_d0_f	0.91599	0.9213556
rxn14004_d0	2.122505	2.1321645
rxn14012_d0	0.87425095	0.9286805
rxn14059_d0_f	0.9159899	0.9213556
rxn14085_d0	2.3452575	2.281557
rxn14094_d0_f	0.4996419	0.77003706
rxn14102_d0	1.1906643	1.1980577
rxn14142_d0_f	0	0
rxn14156_d0_f	0.91599	0.9213556
rxn14183_d0	1.7289242	1.8413099
rxn14205_d0	1.1906643	1.1980577
rxn14248_d0_f	1.0836967	1.0863405
rxn14261_d0_f	1.1948162	1.1948162
rxn14278_d0_f	0.9159899	0.9213557
rxn14308_d0	1.1906643	1.1980577
rxn14347_d0	1.1906643	1.1980577
rxn15022_d0	0	0
rxn15069_d0_f	4.7439494	4.175905
rxn15116_d0_f	0	0.6971357
rxn15166_d0	1.0828894	0.5928607
rxn15250_d0	6.0322623	5.0139275
rxn15271_d0_f	7.930046	9.042049
rxn15280_d0_f	0.22417027	0.30149525
rxn15298_d0_f	7.3158627	6.0548124
rxn15364_d0_f	0	0
rxn15435_d0_f	0	0
rxn15493_d0_f	24.763369	26.843344
rxn15494_d0_f	53.295177	53.770786
rxn16426_d0	0.05604053	0.24105895
rxn16427_d0	0	0
rxn16428_d0	0	0
rxn16809_d0	2.738728	2.5813866
rxn17196_d0	35.640133	43.08885
rxn17469_d0_f	1.735179	1.7340509
rxn17744_d0_f	0	0
rxn17803_d0_f	0	0
rxn18935_d0_f	0	0
rxn18936_d0_f	0	0
rxn18937_d0_f	1.020719	1.059711
rxn19027_d0_f	0.101639815	0.44406623
rxn19029_d0_f	8.646371	6.532313
rxn19030_d0_f	16.56625	14.071465
rxn19071_d0	0.7835834	0
rxn19240_d0_f	0.67446953	0.6854234
rxn19241_d0_f	0.6573348	0.6744798
rxn19242_d0_f	0.6776702	0.6806333
rxn19246_d0	0	0
rxn19253_d0	0	0
rxn19343_d0	0.044361547	0.044361547
rxn19345_d0	0	0
rxn19544_d0	0	0
rxn19545_d0	0	0
rxn19686_d0_f	0	0.19140697
rxn19828_d0_f	1.1127574	0.5092986
rxn19900_d0	0.44040087	0.40978128
rxn19905_d0	0	0
rxn20583_d0_f	0.5554781	0.70392704
rxn20595_y0	52.69986	65.51922
rxn20632_y0	27.083502	32.618893
rxn20643_d0	0	0
rxn23155_d0_f	0	0
rxn23415_d0_f	0	0
rxn23805_d0	0	0.3836335
rxn24109_d0	0	0
rxn24310_d0	0.5075918	0.57399267
rxn24312_d0	1.8416451	1.6026616
rxn24330_d0_f	0	0
rxn24358_d0_f	0.68906	1.0666986
rxn24360_d0_f	0.9066972	1.1948162
rxn24362_d0_f	0.68906	1.0666986
rxn24508_d0_f	0	0
rxn25197_d0_f	0.36009458	0.25764012
rxn25637_d0_f	0	0
rxn25641_d0_f	1.1930441	1.1930441
rxn25647_d0_f	1.6555535	1.4683384
rxn25649_d0_f	0.5248648	0.53995687
rxn25661_d0_f	0.7270552	0.7127544
rxn25662_d0_f	0.21877158	0.29563975
rxn25716_d0_f	0	0
rxn25718_d0_f	1.0253605	0.72685033
rxn25719_d0_f	0	0
rxn25743_d0_f	1.0526	0.80100936
rxn25747_d0_f	1.2558897	0.8813816
rxn25750_d0_f	2.9858468	2.5302474
rxn25762_d0	0	0
rxn26013_d0	0	0
rxn26037_d0_f	0.34507132	0.41503298
rxn26477_d0_f	4.7001534	4.3817186
rxn26754_d0	104.277954	129.93498
rxn27029_d0	0	0
rxn27030_d0	0	0
rxn27069_d0_f	0.16002004	0.19628175
rxn27070_d0_f	0.16002008	0.19628187
rxn27071_d0_f	0.16002007	0.19628175
rxn27072_d0_f	0.16002007	0.19628175
rxn27073_d0_f	0.71763563	0.792685
rxn27259_d0	0	0
rxn27266_d0_f	1.1944269	1.1944269
rxn27318_d0_f	0.09395778	0.42220008
rxn27497_d0	0.15189484	0.16648988
rxn27709_d0	0.026796134	0
rxn27927_d0	0.041424632	0.038817212
rxn28082_d0_f	0.006933093	0.009082794
rxn28083_d0_f	0.13985434	0.6178967
rxn28404_d0	2.9289334	2.7034655
rxn28487_d0_f	1.2321582	0.54288816
rxn28615_d0_f	0.95950925	1.247068
rxn29240_d0_f	89.11999	89.32421
rxn29318_d0_o	60.553127	62.575424
rxn29733_d0_o	0.003460772	1.312578
rxn29785_d0_o	6.72116	9.482488
rxn29919_d0_f	1.2347779	0.37960243
rxn31154_d0_i	292.16544	312.8845
rxn31768_d0	3.4301586	3.4763763
rxn33186_d0_i	1.5935782	0.73206115
rxn37018_d0_f	4.1482844	3.8209863
rxn37266_d0_f	4.412082	5.4444013
rxn37324_d0	0	0
rxn37610_d0	3.5704238	3.5975058
rxn37651_d0_f	0.066900596	0.27395204
rxn37767_d0_f	1.8122547	1.8813581
rxn37768_d0_f	0.6416698	0.78374374
rxn39241_d0_i	0.9056321	0.90061784
rxn39242_d0_i	0	0.21560049
rxn44037_d0_f	1.0609905	1.2895533
rxn44318_d0	1.4618475	1.270514
rxn45029_d0_f	5.0518146	5.451916
rxn45526_d0_f	7.3601108	7.6620674
rxn46178_d0_f	5.9553094	6.162793
rxn48051_d0_f	5.4788585	5.9942036
rxn_cpd00008_c0_i	152.98582	152.27489
rxn_cpd00103_c0_o	0.12496424	0.097426064
bio1_biomass	4.712052	4.5639706
EX_cpd00067_e0_o	248.84627	258.6733
EX_cpd00008_e0_o	4.4517384	5.989307
EX_cpd00009_e0_o	592.39996	592.6076
EX_cpd00007_e0_o	27.760391	31.43309
EX_cpd00048_e0_o	499.37396	499.37396
EX_cpd00013_e0_o	502.9898	502.80865
rxn00001_d0_r	0.44052467	0.13812909
rxn00069_d0_r	0.76202285	0.7464573
rxn00077_d0_r	9.529561	7.8506427
rxn00086_d0_r	0.1465019	0.37193084
rxn00097_d0_r	6.598168	6.61769
rxn00102_d0_r	3.6744611	3.6744611
rxn00117_d0_r	1.7119551	1.9168458
rxn00124_d0_r	1.5695119	0.5845739
rxn00148_d0_r	7.6348677	10.267752
rxn00161_d0_r	1.0192993	0.63891214
rxn00179_d0_r	0.36569032	2.9445527
rxn00191_d0_r	0.00013135	0.44620213
rxn00211_d0_r	0	0
rxn00213_d0_r	0.8448435	0.7517233
rxn00237_d0_r	0.08527422	0.14339685
rxn00239_d0_r	0.8692682	1.0357852
rxn00248_d0_r	5.849185	5.6788845
rxn00249_d0_r	7.033296	6.6693177
rxn00257_c0_r	1.6144011	0.72043926
rxn00260_d0_r	0.451365	1.3415688
rxn00272_d0_r	4.6085963	4.3409348
rxn00275_d0_r	4.802683	4.73645
rxn00330_c0	0.64241785	0.84113324
rxn00337_d0_r	1.148459	1.3552366
rxn00361_d0_r	0.8998084	0.95485646
rxn00391_d0_r	4.1002874	1.6148902
rxn00392_d0_r	3.6231816	0.9492899
rxn00394_d0_r	0.20620942	0
rxn00409_d0_r	1.1948162	1.1948162
rxn00459_d0_r	0	0
rxn00493_d0_r	0.58363473	0.6009231
rxn00499_c0_r	1.4626321	3.3721185
rxn00506_d0_r	0	0.12274289
rxn00527_d0_r	0.3086506	0.4239478
rxn00611_d0_r	0.42018747	1.0131187
rxn00689_d0_r	6.724848	5.225128
rxn00692_d0_r	0.9687464	0.7895808
rxn00693_d0_r	0.7312106	0.7757497
rxn00711_d0	2.8711276	2.0720608
rxn00720_d0_r	0.037847042	0
rxn00747_d0_r	0.5758239	1.7780641
rxn00770_d0_r	0.74490136	1.5936109
rxn00777_d0_r	0.958225	0.24436128
rxn00781_d0_r	27.41283	29.069899
rxn00782_d0_r	28.144869	30.16888
rxn00789_d0	0	0
rxn00790_d0	0.15279968	1.503811
rxn00791_d0	0.015467857	0.019773748
rxn00799_c0_r	0.4344312	1.1781125
rxn00800_d0_r	1.2746243	1.0270599
rxn00802_d0_r	0.037128747	0
rxn00830_d0_r	1.2670687	1.0860878
rxn00832_d0	0	0
rxn00834_d0_r	0.0394305	0.3589878
rxn00839_d0_r	1.1948162	1.1948162
rxn00863_d0_r	0	0
rxn00899_d0_r	0.7828322	0.8602029
rxn00907_d0_r	0.678422	1.6717005
rxn00929_d0_r	0.47590837	0.21819459
rxn00931_d0_r	0.37942845	1.0481384
rxn00974_d0_r	0.5666992	0.6548593
rxn01011_d0_r	0	0
rxn01100_d0_r	0.75524455	0.7539938
rxn01101_d0_r	0	4.3430905
rxn01102_d0_r	6.855051	5.16184
rxn01106_d0_r	6.5219903	10.376768
rxn01111_d0_r	0.954933	0.505076
rxn01115_d0_r	11.670905	9.860509
rxn01116_d0_r	19.949392	20.676296
rxn01200_d0_r	1.0233009	0
rxn01207_d0_r	0.7828322	0.8602029
rxn01208_d0	0	0
rxn01211_d0_r	0	1.6729078
rxn01249_d0_r	0.5555134	0.77142394
rxn01257_d0_r	0.4118021	1.2094744
rxn01258_d0_r	1.465244	1.6129043
rxn01301_d0_r	0.35634008	0.17763792
rxn01302_d0_r	0.799932	1.2847275
rxn01334_d0_r	0.7920368	2.2917511
rxn01353_d0_r	1.1948162	1.1948162
rxn01361_c0_r	1.9353102	2.7882717
rxn01362_c0_r	1.0345134	2.354622
rxn01396_d0_r	1.1941224	0.5845739
rxn01465_d0_r	0	0
rxn01476_d0_r	0	0
rxn01512_d0_r	1.1948162	1.1948162
rxn01539_d0	2.7342956	2.6654875
rxn01636_d0_r	1.5620041	1.0649104
rxn01637_d0_r	0	0
rxn01643_d0_r	0.33442128	0.81398004
rxn01652_d0_r	0	0.096362114
rxn01673_d0_r	1.1948162	1.1948162
rxn01678_d0_r	1.1948162	1.1948162
rxn01739_d0_r	0.696663	0.53523123
rxn01740_d0_r	0.029077172	0.21004653
rxn01807_d0_r	1.137145	0.5845739
rxn01917_d0_r	1.4492387	2.1337125
rxn01935_d0_r	0.09638636	0.18819882
rxn01974_d0_r	0.39698458	0.41553307
rxn01975_d0_r	0.27805948	0.26751065
rxn02159_d0_r	0.05773157	0.3025849
rxn02213_d0_r	1.1076148	1.6556572
rxn02305_d0_r	0	0
rxn02320_d0_r	0.44152665	0.31057745
rxn02373_d0	0.02661152	0
rxn02380_d0_r	0.39346156	0.21227877
rxn02402_d0	0	0
rxn02465_d0_r	0.4067135	1.0247049
rxn02474_d0_r	1.3326495	1.820322
rxn02476_d0_r	0.66926795	2.7359157
rxn02484_d0_r	1.0050436	1.1681583
rxn02789_d0_r	0.77162564	0.85003966
rxn02811_d0_r	1.1437906	1.0209019
rxn02832_d0	0	0
rxn02835_d0_r	0	0.9688606
rxn02914_d0_r	1.968287	3.3608525
rxn02928_d0_r	0.27315456	0.082301565
rxn02929_d0_r	0.90672064	1.2860622
rxn02938_d0_r	0.842851	17.25345
rxn02988_d0	0	0
rxn03004_d0_r	0.29186642	0.33679044
rxn03062_d0_r	0.17813659	0.26035082
rxn03108_d0_r	1.0050436	1.1681583
rxn03135_d0	0.029748883	0.049441278
rxn03136_d0_r	0.6779408	0.04304266
rxn03137_d0_r	1.6321626	1.114238
rxn03175_d0_r	0	0.46558857
rxn03907_d0_r	0	0
rxn03908_d0_r	0.38721502	0.4355209
rxn03958_d0_r	0.9517015	0.4170239
rxn03983_d0_r	0	0
rxn04180_d0_r	5.972877	5.818873
rxn04184_d0_r	2.687416	2.0359256
rxn04954_c0_r	1.2393519	1.2393486
rxn04996_d0	0	0
rxn05024_d0_r	1.1948162	0.9597999
rxn05105_d0_r	0.51433945	0
rxn05238_c0_o	108.75742	108.756424
rxn05238_d0_i	46.70307	46.698032
rxn05319_c0_o	51.411057	52.18929
rxn05319_d0_i	277.59805	271.02628
rxn05324_d0_r	0.07913305	0.935925
rxn05325_d0_r	0.75859874	0.5124746
rxn05326_d0_r	0.6073623	0.32272115
rxn05330_d0_r	1.4035888	1.3639362
rxn05331_d0_r	1.420922	1.2151546
rxn05335_d0_r	1.4519958	1.6203392
rxn05337_d0_r	1.2512081	1.2951739
rxn05338_d0_r	0.19211519	0.26976478
rxn05340_d0_r	1.2367804	1.4360889
rxn05342_d0_r	0.66650695	0.62216234
rxn05343_d0_r	2.2687926	2.5570328
rxn05345_d0_r	4.327423	4.3147545
rxn05346_d0_r	1.6644605	1.968853
rxn05348_d0_r	1.6695359	1.8180178
rxn05350_d0_r	3.391696	3.1844444
rxn05465_d0_r	1.1185251	5.443842
rxn05467_c0_o	138.28183	135.07144
rxn05467_d0_i	134.10059	143.30789
rxn05468_c0_o	172.45338	174.09589
rxn05468_d0_i	79.633934	76.79625
rxn06556_d0_r	5.510377	5.266352
rxn07441_d0_r	0.4769286	0.44511366
rxn07579_d0_r	1.310639	0.8261326
rxn08217_c0_i	0.95514643	0.42768344
rxn08392_d0_r	0	0.008437911
rxn08436_d0_r	0	0
rxn08730_c0_i	54.257675	48.453823
rxn08730_d0_o	278.43112	286.24292
rxn08766_d0_r	8.488001	8.234278
rxn09118_d0_o	0.12638663	0.25852314
rxn09121_c0_i	12.240715	14.363643
rxn09121_d0_o	200.40355	195.19453
rxn09736_c0_i	106.41134	106.529686
rxn09736_d0_o	50.468502	49.92882
rxn09817_d0_o	0.19715483	0.1938722
rxn09839_d0_o	21.005117	20.716217
rxn10929_d0_i	1.0766275	0.14761989
rxn10967_d0_i	22.229431	22.453321
rxn11013_d0_i	0.6386239	0.477228
rxn11040_d0_r	10.449787	9.068283
rxn11700_d0_r	0	0
rxn13360_d0_o	0.44948375	0.34298557
rxn13361_d0_i	5.1459775	8.12324
rxn13365_d0_o	6.182698	5.5800858
rxn13975_d0_r	0.117075324	0.09152138
rxn13995_d0_r	0.318663	0.3213294
rxn14059_d0_r	0.31866288	0.3213294
rxn14094_d0_r	0.31712198	0.42083108
rxn14142_d0_r	1.1948162	1.1948162
rxn14156_d0_r	0.318663	0.3213294
rxn14248_d0_r	0.21694052	0.16339159
rxn14261_d0_r	0	0
rxn14278_d0_r	0.31866288	0.32132953
rxn15021_d0	0	0.18676019
rxn15069_d0_r	2.029907	0.84517837
rxn15116_d0_r	23.026016	23.26715
rxn15271_d0_r	1.0712242	0.80415297
rxn15280_d0_r	1.0208156	0.84555405
rxn15298_d0_r	0.008443836	0.04996227
rxn15364_d0_r	9.241782	9.497164
rxn15435_d0_r	1.303958	1.300532
rxn15493_d0_r	6.53972	4.517522
rxn15494_d0_r	1.8273765	0.09024593
rxn17469_d0_r	1.5838468	1.8494576
rxn17744_d0_r	0.7828322	0.8602029
rxn17803_d0_r	1.2320809	0.54285413
rxn18935_d0_r	1.4519958	1.6203392
rxn18936_d0_r	1.4519958	1.6203392
rxn18937_d0_r	0.42942095	0.55685925
rxn19027_d0_r	0.28403202	0.88445586
rxn19029_d0_r	8.085885	6.415521
rxn19030_d0_r	18.03833	14.99511
rxn19240_d0_r	1.1275008	1.0727645
rxn19241_d0_r	1.3200483	1.264916
rxn19242_d0_r	1.1584172	1.0851359
rxn19686_d0_r	1.4519958	1.4494586
rxn19701_d0	0	0
rxn19828_d0_r	17.409218	20.70146
rxn20583_d0_r	4.605648	6.036748
rxn23155_d0_r	0	0
rxn23415_d0_r	0	0
rxn24330_d0_r	1.149944	0.10348835
rxn24358_d0_r	0.1391536	0.12024748
rxn24360_d0_r	0.17309523	0
rxn24362_d0_r	0.1391536	0.12024748
rxn24508_d0_r	2.6589656	1.1802891
rxn25197_d0_r	1.6971345	1.1511903
rxn25637_d0_r	1.1930441	1.1930441
rxn25641_d0_r	0	0
rxn25647_d0_r	2.3160982	2.434291
rxn25649_d0_r	0.67016757	0.6562272
rxn25661_d0_r	0.47132635	0.48843133
rxn25662_d0_r	1.2353729	1.319639
rxn25716_d0_r	0.8987591	0.5315293
rxn25718_d0_r	0.031704187	0
rxn25719_d0_r	1.4539948	1.6225697
rxn25743_d0_r	1.2526726	1.0454246
rxn25747_d0_r	1.0465322	0.9602694
rxn25750_d0_r	0.96106166	0.48697573
rxn26037_d0_r	0.59586203	0.8140554
rxn26477_d0_r	9.203357	9.612584
rxn27069_d0_r	0.35886303	0.39615747
rxn27070_d0_r	0.35886306	0.3961576
rxn27071_d0_r	0.35886306	0.39615747
rxn27072_d0_r	0.35886306	0.39615747
rxn27073_d0_r	0.31935126	0.39263433
rxn27266_d0_r	0	0
rxn27318_d0_r	0.27670395	0.77140605
rxn28082_d0_r	0	0
rxn28083_d0_r	0.27329004	0.7608588
rxn28487_d0_r	0	0
rxn28615_d0_r	0.23746586	0.5474796
rxn29240_d0_r	94.42872	95.2691
rxn29318_d0_i	61.92999	62.086937
rxn29733_d0_i	5.626366	5.87031
rxn29785_d0_i	0.808544	0.7861091
rxn29919_d0_r	9.426253	6.471065
rxn31154_d0_o	79.24709	52.01433
rxn33186_d0_o	2.5312448	2.4055219
rxn37018_d0_r	5.4934793	4.1784716
rxn37266_d0_r	1.4452047	1.878891
rxn37651_d0_r	0.35283503	0.3795626
rxn37767_d0_r	0.2177604	0.28958815
rxn37768_d0_r	3.2387676	3.5326087
rxn39241_d0_o	0	0.08801007
rxn39242_d0_o	1.1433989	1.02908
rxn44037_d0_r	0.291205	0.5691137
rxn45029_d0_r	6.6114964	6.9094825
rxn45526_d0_r	5.119221	5.531783
rxn46178_d0_r	3.955368	4.333459
rxn48051_d0_r	7.8658032	8.194128
rxn_cpd00008_c0_o	157.161	157.9839
rxn_cpd00103_c0_i	1.5015014	2.5147338
EX_cpd00009_e0_i	394.44064	398.96338
EX_cpd00011_e0_i	42.93096	51.083855
EX_cpd00048_e0_i	500.85483	500.85474
EX_cpd11632_e0_i	213.1226	261.2787
EX_cpd00013_e0_i	497.15515	497.24927
EX_cpd00001_e0_i	250.41779	246.33902
