rxn_ID	Control	FeLim	FeEx	ZnLim	ZnEx
rxn00069_d0_r	9.639683	15.837827	15.645087	15.062441	13.720164
rxn00086_d0_r	13.601295	11.693897	12.449176	12.415633	12.260754
rxn00097_d0_r	0	0	0	0	0
rxn00102_d0_r	44.4028	45.06537	45.17492	45.193283	45.06744
rxn00117_d0_r	3.9889522	3.6444743	3.9487274	3.8622916	3.5187213
rxn00122_d0_r	0	0	0	0	0
rxn00148_d0_r	5.2105956	4.0167837	5.2371116	5.091916	4.4707284
rxn00179_d0_r	0.31783518	0.3700359	0.38753054	0.39094484	0.34114236
rxn00191_d0_r	0.20723517	0.23221515	0.24238452	0.21847077	0.22865345
rxn00237_d0_r	0	0	0	0	0
rxn00248_d0_r	2.9941113	2.9877057	2.9775193	2.9792418	2.981526
rxn00260_d0_r	60.11253	59.22179	60.129528	59.985218	59.39378
rxn00272_d0_r	8.476544	8.413018	8.561413	8.532953	8.426468
rxn00275_d0_r	4.8859706	4.733178	4.7760653	4.707349	4.6758075
rxn00337_d0_r	4.674357	5.219877	4.7867785	4.8293676	5.1410594
rxn00391_d0_r	0	0	0	0	0
rxn00409_d0_r	0.4929181	0.47439283	0.5185117	0.5078812	0.44809785
rxn00420_d0_r	0.22384618	0.1385859	0.090219125	0.13062619	0.18024981
rxn00459_d0_r	0.30007204	0.8851897	0.56601393	0.6673341	0.9702478
rxn00493_d0_r	0.014873505	0.029712802	0.022551704	0.022210762	0.032263685
rxn00527_d0_r	0.012993253	0.02822035	0.021694152	0.020584809	0.03286031
rxn00533_d0_r	0.10823048	0.15373787	0.101832286	0.108089484	0.1581031
rxn00611_d0_r	1.6297995	1.2768707	1.530518	1.5256927	1.3456104
rxn00692_d0_r	9.230941	10.06081	9.678416	9.869149	10.035259
rxn00693_d0_r	3.6312792	3.6709983	3.7468987	3.7941484	3.638723
rxn00711_d0	0	0	0	0	0
rxn00720_d0_r	0.5872225	0.46063375	0.54109657	0.5352848	0.49967203
rxn00747_d0_r	0	0	0	0	0
rxn00777_d0_r	0	0	0	0	0
rxn00781_d0_r	36.74562	37.156296	35.8633	36.286915	38.051655
rxn00782_d0_r	32.614853	32.512672	32.333477	32.38061	32.724354
rxn00789_d0	1.8877747	2.1184354	1.9109457	1.9281425	1.9315243
rxn00790_d0	0	0	0	0	0
rxn00791_d0	0	0	0	0	0
rxn00800_d0_r	0	0	0	0	0
rxn00802_d0_r	0.82757956	0.73016757	0.7256933	0.7394034	0.76720524
rxn00830_d0_r	7.75E-05	7.77E-05	7.68E-05	7.68E-05	7.77E-05
rxn00832_d0_r	5.775615	6.00287	5.973783	6.1091423	6.201202
rxn00839_d0_r	0.8190486	0.7950528	0.80031157	0.8009992	0.80726105
rxn00863_d0_r	5.279942	4.904202	4.870402	4.875956	4.9319344
rxn00907_d0_r	4.0770254	3.4822102	3.5678	3.4822407	3.5514493
rxn00929_d0_r	4.951678	4.9691725	4.5904484	4.6532087	5.070375
rxn00931_d0_r	1.020414	0.54024404	0.85634214	0.8061024	0.53991604
rxn00974_d0_r	24.281256	24.226212	24.296724	24.29882	24.260612
rxn00980_d0_r	0.46495923	0.4303428	0.4667507	0.45245767	0.4286088
rxn01011_d0_r	0.851155	0.6814528	0.7735392	0.7777433	0.7229432
rxn01018_d0_r	5.1973777	4.9189754	5.0674148	5.037582	5.04535
rxn01019_d0_r	0.8414005	0.9428482	0.78190887	0.79588336	0.8469992
rxn01069_d0_r	0.047022246	0.04911772	0.05190194	0.0499197	0.060064334
rxn01100_d0_r	0	0	0	0	0
rxn01101_d0_r	0.08963119	0.002064367	0.001106929	0.00247973	0
rxn01106_d0_r	18.878433	18.527122	18.475048	18.266161	18.140528
rxn01116_d0_r	36.19879	37.269997	36.140736	36.21498	36.504818
rxn01200_d0_r	0	0	0	0	0
rxn01208_d0	0	0	0	0	0
rxn01211_d0_r	1.1488696	0.80561316	0.8498252	0.80137265	0.8971909
rxn01249_d0_r	0.7163557	0.5451186	0.6305399	0.62785476	0.5923114
rxn01257_d0_r	5.368169	5.2007813	5.347679	5.2581577	5.0992246
rxn01258_d0_r	0.026237037	0.015350735	0.16335714	0.16274415	0.03136485
rxn01301_d0_r	8.389756	8.258399	8.029182	8.093468	8.2911415
rxn01302_d0_r	3.9358406	3.3586166	3.7334857	3.670452	3.3738852
rxn01334_d0_r	13.241979	13.574496	13.109133	13.228486	14.109758
rxn01345_d0_r	0	0	0	0	0
rxn01353_d0_r	0.8190486	0.7950528	0.80031157	0.8009992	0.80726105
rxn01465_d0_r	14.627341	14.918861	14.67738	14.581504	14.628946
rxn01476_d0_r	4.4155498	4.1356053	4.1460495	4.1300597	4.131417
rxn01512_d0_r	0.8190486	0.7950528	0.80031157	0.8009992	0.80726105
rxn01539_d0_r	1.0441637	1.2177007	1.1182956	1.1260282	1.1694928
rxn01636_d0_r	0.43699682	1.3194813	0.582849	0.7027476	1.1931102
rxn01637_d0_r	0	0	0	0	0
rxn01643_d0_r	20.282164	18.484005	19.286156	19.142248	18.784351
rxn01652_d0_r	0.85614294	0.6508179	0.7372958	0.72935075	0.7120911
rxn01673_d0_r	0.8190486	0.7950528	0.80031157	0.8009992	0.80726105
rxn01678_d0_r	0.8190486	0.7950528	0.80031157	0.8009992	0.80726105
rxn01740_d0_r	4.0485153	4.0025287	3.5886695	3.5601466	3.6716805
rxn01917_d0_r	1.0546566	1.6901186	1.2155547	1.3237234	1.5804676
rxn01974_d0_r	1.2885069	1.2302576	1.241766	1.2520058	1.264619
rxn01975_d0_r	3.4687529	3.155956	3.2355387	3.2310174	3.174954
rxn02159_d0_r	5.329372	4.8262315	4.865648	4.912645	4.9345446
rxn02320_d0_r	0.71961576	0.88181174	0.8090535	0.8073211	0.8375892
rxn02373_d0_r	4.1775413	3.3660145	3.233192	3.3263721	3.6900227
rxn02380_d0_r	0.9745304	1.059161	1.0112125	1.0055096	1.0187147
rxn02402_d0	0	0	0	0	0
rxn02465_d0_r	1.5672606	0.7312859	1.218124	1.1103696	0.86387223
rxn02474_d0_r	0.5536244	0.4973929	0.49618846	0.49428412	0.5054924
rxn02476_d0_r	0	0	0	0	0
rxn02789_d0_r	0.7693663	0.77468157	0.7620504	0.76365036	0.750607
rxn02811_d0_r	0.43584943	0.6699888	0.55893755	0.56294537	0.6213335
rxn02832_d0	0	0	0	0	0
rxn02835_d0_r	0.28346202	0.12840861	0.21449105	0.21169622	0.18339361
rxn02914_d0_r	12.196571	11.568252	12.541023	12.276368	11.718442
rxn02928_d0_r	5.769775	5.55919	5.4903107	5.4867196	5.6100883
rxn02929_d0_r	1.6159291	0.98438823	1.5713805	1.4591446	0.9593845
rxn02938_d0_r	26.283583	26.61275	26.470453	26.857338	26.545097
rxn02988_d0_r	0.7576984	0.48735538	0.4326802	0.44096807	0.5342134
rxn03062_d0_r	1.0823085	0.8118463	0.92580676	0.9269332	0.8820142
rxn03080_d0_r	2.0249784	2.0849795	2.2196906	2.196354	1.9810328
rxn03108_d0_r	1.6313466	1.4518557	1.5419934	1.5051936	1.4927746
rxn03135_d0	0	0	0	0	0
rxn03136_d0_r	1.1276612	1.0867727	1.0922551	1.0871981	1.1157814
rxn03175_d0_r	1.6188947	1.3842026	1.4291646	1.4106841	1.4054872
rxn03907_d0_r	3.2839892	3.2841692	3.35792	3.335952	3.2268386
rxn03958_d0_r	1.5150524	1.4458696	1.4457027	1.4468215	1.4607555
rxn03983_d0	6.438129	4.507189	4.919482	4.841908	4.9145
rxn04996_d0	0.007757406	0	0	0	0
rxn05039_d0_r	1.377278	1.3987584	1.5075157	1.4805645	1.3539997
rxn05105_d0	0	0	0	0	0
rxn05106_d0_r	0.49174145	0.45679808	0.4984804	0.4802798	0.45634666
rxn05324_d0	2.4576402	2.7641184	2.4764667	2.410812	2.1291153
rxn05325_d0	0.83463997	0.24457633	0.4564496	0.45566362	0.3723457
rxn05326_d0	0.8538722	0.13415304	0.37178352	0.38992167	0.31063524
rxn05330_d0_r	0.9767072	1.472097	1.2517413	1.2417507	1.2668179
rxn05331_d0_r	0.63818187	0.96092445	0.81161875	0.8281942	0.9212585
rxn05335_d0_r	4.772296	5.284175	5.2201557	5.186378	5.1081257
rxn05337_d0_r	1.6848599	1.2586616	1.322191	1.3202451	1.3026494
rxn05338_d0	0.5022976	0	0.17237486	0.16873439	0.0993177
rxn05340_d0_r	1.386467	1.1368096	1.1680735	1.152974	1.0946082
rxn05342_d0_r	1.5896599	1.2523514	1.3067111	1.299308	1.3017958
rxn05465_d0_r	0.0866262	0	0.16256998	0.079386055	0
rxn07441_d0_r	5.628659	4.6307387	5.522991	5.327351	4.5878015
rxn08392_d0_r	8.164936	8.444989	8.379353	8.3259115	8.192575
rxn08436_d0_r	2.9475868	3.0297256	3.0180745	3.0208004	3.0020814
rxn15021_d0	0	0	0	0	0
rxn15116_d0_r	10.529672	10.502672	10.579094	10.687243	10.876533
rxn15250_d0_r	0.84579986	0.558203	0.6152165	0.6086826	0.49491838
rxn15271_d0_r	0	0	0	0	0
rxn15280_d0_r	8.522515	8.621642	8.556651	8.55831	8.584226
rxn15298_d0_r	2.4425957	2.2008176	2.696698	2.6672113	2.2295175
rxn15364_d0_r	1.8821288	2.088106	2.0532215	2.038779	2.259583
rxn15494_d0_r	0	0	0	0	0
rxn17469_d0	0.49411884	0.28085107	0.37702104	0.36683968	0.3175666
rxn17744_d0_r	18.186743	18.058613	18.16069	18.1116	18.11547
rxn17803_d0_r	11.407033	12.782115	12.458815	12.5452585	12.624925
rxn18936_d0_r	0.86795676	1.360055	1.1354337	1.1386622	1.2378169
rxn18937_d0_r	11.751293	12.216396	12.10862	12.044181	11.8829565
rxn19027_d0_r	1.0440598	0.9427782	0.94636786	1.0166024	0.8820942
rxn19029_d0_r	0.58730483	0.46096307	0.5412601	0.5354892	0.49990305
rxn19240_d0_r	8.417871	8.093058	8.454441	8.338781	8.118657
rxn19241_d0_r	0.009574257	0.027790308	0.016197959	0.017393488	0.028858088
rxn19242_d0_r	0.011029226	0.027940229	0.01844675	0.018454943	0.030673757
rxn19343_d0_r	0.3199419	0.52247375	0.44559047	0.46183288	0.4770532
rxn19686_d0_r	1.1406667	1.5539929	1.3628944	1.3647405	1.4573916
rxn19701_d0	0	0	0	0	0
rxn19828_d0_r	51.10545	36.91502	44.562843	43.248623	39.47986
rxn19900_d0_r	0.9289555	0.84498376	0.88950735	0.8771997	0.8823149
rxn20583_d0_r	3.1912441	3.2289934	3.228735	3.248245	3.3419785
rxn20643_d0_r	3.6030731	3.5688403	3.5603511	3.5359516	3.5933645
rxn23155_d0_r	0	0	0	0	0
rxn23415_d0_r	1.7158008	1.6269479	1.6341442	1.6201965	1.620483
rxn24330_d0_r	2.7619884	2.7774205	2.6529074	2.6762443	2.737497
rxn24362_d0_r	0.13322796	0.22064199	0.20910615	0.20169467	0.20906164
rxn24508_d0_r	34.19513	36.627247	36.262516	36.45183	36.420647
rxn25637_d0_r	0.6003948	0.62841487	0.6405467	0.64607126	0.5952292
rxn25641_d0_r	1.5515206	1.1655202	1.3130248	1.3173522	1.2677374
rxn25647_d0_r	11.632002	11.764195	11.7824955	11.709838	11.535022
rxn25649_d0_r	5.295782	4.8961515	5.036354	5.031552	5.043672
rxn25661_d0_r	2.07586	2.0099323	2.001355	2.0072253	2.0136094
rxn25716_d0_r	11.795938	11.699657	11.93744	11.894334	11.757781
rxn25718_d0_r	3.5421307	3.22547	3.3823638	3.404917	3.3720095
rxn25719_d0_r	3.6817417	3.8152382	3.8698997	3.8447723	3.7072794
rxn25743_d0_r	0.712385	0.6810593	0.7134494	0.7351372	0.6796731
rxn25747_d0_r	1.2831459	0.9462126	1.068988	1.0549296	1.0420331
rxn25750_d0_r	2.3657045	1.978224	2.212578	2.2181845	2.1260633
rxn26013_d0_r	1.4422635	1.3940182	1.3444762	1.4007095	1.4400492
rxn26037_d0_r	0.81692386	0.8363261	0.93471575	0.9149302	0.8038665
rxn26477_d0	0.71358865	0	0.05230065	0.024603069	0.06148581
rxn27266_d0_r	13.934357	10.306813	11.44677	11.447176	11.132142
rxn27318_d0	0	0	0	0	0
rxn27927_d0_r	3.926155	3.6518476	3.6301627	3.7045708	3.7925115
rxn28082_d0_r	0.000730272	0.000699131	0.000671778	0.000671777	0.000711199
rxn28083_d0_r	0.55809945	1.0404326	0.68591696	0.8063886	1.0278624
rxn28487_d0_r	0.482927	0.42723858	0.47763976	0.47858003	0.4539738
rxn28615_d0_r	1.4998827	1.4524893	1.4424059	1.4665108	1.5204386
rxn29919_d0_r	0.77631813	0.5219227	0.8543263	0.8247979	0.67385924
rxn37266_d0_r	1.5660632	1.4678123	1.5935427	1.5536158	1.3979818
rxn37651_d0_r	1.8000742	1.5841073	1.7035432	1.7085576	1.653652
rxn00211_d0_r	7.3959327	6.850428	7.05609	7.0439587	6.8482018
rxn00834_d0_r	0.23470452	0	0	0	0
rxn00213_d0_r	9.014212	8.572615	8.885148	8.805136	8.466238
rxn00239_d0_r	2.7072334	2.3308506	2.3376532	2.314929	2.343732
rxn00257_c0_r	56.822628	56.828526	56.873936	56.867916	56.81049
rxn00330_c0	11.068249	11.05414	11.035998	11.061131	11.132228
rxn01362_c0	3.0865753	3.7758718	3.147673	3.1617494	3.1894202
rxn00499_c0_r	12.861488	12.775905	12.871754	12.899185	12.8794565
rxn04954_c0_r	11.274013	10.616965	10.901193	10.851346	10.730638
rxn00799_c0_r	28.293892	28.57467	28.654993	28.65702	28.595882
rxn01361_c0_r	2.6983232	2.582927	2.5946996	2.5893939	2.6511638
rxn09736_c0_i	191.4233	188.46362	192.81477	191.70724	188.02913
rxn05238_c0_o	140.15138	140.45644	140.37137	140.3735	140.36443
rxn08730_c0_i	14.960844	14.815549	15.215153	15.221803	15.256069
rxn31154_d0_o	0.22251351	84.29173	40.868565	46.24632	65.366425
rxn05467_c0_o	87.58225	87.0266	87.07818	86.99368	86.96651
rxn05468_c0_o	202.75845	195.26314	197.14232	196.714	196.15541
rxn09121_c0_i	18.070919	18.291805	17.764128	17.81164	18.273983
rxn05319_c0_o	22.761442	23.06371	23.181253	23.201857	23.081236
rxn05238_d0_i	98.12165	97.53147	97.701324	97.70431	97.77094
rxn05319_d0_i	302.26862	302.08847	301.33383	301.28888	301.83313
rxn05467_d0_i	182.9428	183.88992	183.95633	184.1249	184.10043
rxn05468_d0_i	59.326305	68.59571	65.35004	65.83352	67.08498
rxn08730_d0_o	337.05728	335.2774	335.81754	335.7033	335.40396
rxn09118_d0_o	0.00680192	0.012656195	0.01060291	0.007725447	0.018434174
rxn09121_d0_o	321.7979	321.56824	322.66736	322.55576	321.53662
rxn09736_d0_o	61.782925	63.13396	61.282295	61.737144	63.278767
rxn09817_d0_o	12.556045	13.172293	12.633788	12.575636	12.606043
rxn09839_d0_o	34.03982	34.234154	34.04248	34.13436	34.310566
rxn10929_d0_i	9.627629	9.788319	9.670194	9.64904	9.677804
rxn10967_d0_i	48.93163	48.712944	49.08621	49.055836	48.78803
rxn11013_d0_i	0	0	0	0	0
rxn13360_d0_o	2.0303972	2.1102698	2.0073328	2.0076847	2.04797
rxn13361_d0_i	17.143116	16.130886	16.54461	16.502068	16.467207
rxn13365_d0_o	27.629667	27.98134	27.791496	27.823727	27.974989
rxn29240_d0_r	366.63385	366.16537	366.72675	366.6065	366.06625
rxn29318_d0_i	42.80358	43.56519	43.36871	43.43457	43.26521
rxn29733_d0_i	3.6011395	3.7568257	3.5939229	3.5808148	3.5797637
rxn29785_d0_i	39.895588	40.68343	40.014244	39.989395	40.03161
rxn33186_d0_o	1.5120564	1.3995099	1.3845762	1.378297	1.3879495
rxn39241_d0_o	12.665543	12.907375	12.897094	12.939825	12.858346
rxn39242_d0_o	5.0814495	4.7426944	4.901497	4.877429	4.807185
rxn_cpd00008_c0_o	391.99365	391.82672	392.0194	391.99463	391.82077
rxn_cpd00002_c0_o	30.57607	30.519096	30.316776	30.30321	30.704899
rxn_cpd00103_c0_i	3.5137026	3.0961804	3.4180114	3.3983057	3.4550817
rxn08217_c0_i	29.286251	29.257587	29.300196	29.29566	29.269398
